A-DC1,A-DC2,A-DC3,A-DC4,A-DC5,A-DC6,A-DC7,A-DC8,B-DC1,B-DC2,B-DC3,B-DC4,B-DC5,B-DC6,B-DC7,B-DC8,condition
466.300,118.100,29.460,8.298,292.200,74.580,17.970,5.062,121.700,27.640,6.895,2.228,258.900,60.320,15.070,5.174,baseline
464.700,118.600,29.390,8.316,302.300,76.070,18.110,4.990,123.300,27.750,6.953,2.231,260.300,60.340,15.230,5.156,baseline
453.600,118.300,29.670,8.336,302.300,74.530,17.770,4.974,122.100,27.680,6.958,2.243,260.200,60.280,15.190,5.173,baseline
461.000,120.800,29.100,8.337,299.000,75.410,17.890,5.037,122.100,27.750,6.975,2.261,259.700,60.720,15.230,5.182,baseline
451.500,118.300,29.470,8.373,294.800,75.050,18.140,5.038,122.900,27.720,6.920,2.261,260.100,60.860,15.390,5.229,baseline
465.800,118.700,29.500,8.419,301.500,76.030,18.100,5.117,122.600,27.750,6.983,2.255,260.900,60.870,15.380,5.196,baseline
453.800,118.800,30.000,8.444,295.200,75.820,17.950,5.049,122.300,27.830,6.992,2.262,261.800,61.280,15.410,5.271,baseline
461.500,118.000,29.930,8.371,303.700,76.020,17.970,5.120,123.800,27.720,6.910,2.230,259.400,60.410,15.160,5.143,baseline
460.000,116.500,29.220,8.340,297.300,75.530,18.030,4.998,122.000,27.460,6.940,2.241,258.900,60.420,15.020,5.144,baseline
455.500,120.000,29.610,8.225,296.000,74.940,17.720,5.009,122.600,27.530,6.919,2.206,257.600,60.160,15.050,5.079,baseline
452.500,118.100,29.060,8.344,298.600,74.770,17.950,5.044,121.400,27.420,6.928,2.222,256.900,59.490,15.060,5.067,baseline
458.000,117.700,29.140,8.267,298.600,75.850,17.760,5.162,122.300,27.510,6.879,2.243,256.800,59.830,15.090,5.084,baseline
462.500,118.700,29.000,8.120,299.600,75.610,17.750,5.017,122.000,27.560,6.885,2.226,256.400,60.120,15.070,5.125,baseline
458.600,118.400,29.320,8.330,296.400,75.280,17.970,5.070,123.600,27.660,6.903,2.240,256.500,60.020,15.130,5.122,baseline
467.300,118.800,29.400,8.132,304.800,76.480,18.120,5.088,120.200,27.610,6.998,2.272,257.100,60.110,15.250,5.176,baseline
459.600,117.100,29.690,8.193,303.800,75.270,17.850,5.113,121.000,27.610,6.952,2.235,256.100,60.330,15.240,5.181,baseline
461.100,119.000,29.480,8.253,293.100,76.010,18.120,5.169,122.400,27.680,6.938,2.235,256.500,60.190,15.310,5.172,baseline
466.500,119.100,29.740,8.334,291.600,76.130,17.880,5.149,121.200,27.620,6.973,2.270,256.200,60.250,15.390,5.184,baseline
465.300,118.800,29.800,8.364,300.800,75.530,17.810,5.078,120.900,27.810,6.925,2.246,256.100,60.280,15.270,5.157,baseline
453.400,118.000,29.320,8.236,301.700,74.800,18.170,5.059,120.300,27.510,6.884,2.251,253.600,59.670,14.960,5.068,baseline
459.600,117.800,29.170,8.138,292.100,75.560,18.100,5.119,120.500,27.370,6.838,2.236,253.200,59.220,14.870,5.024,baseline
457.400,118.600,29.190,8.018,299.300,75.290,17.960,5.062,120.100,27.250,6.832,2.206,252.600,58.850,14.860,5.011,baseline
447.500,117.100,28.880,8.095,294.500,73.650,17.730,5.045,120.700,27.300,6.884,2.211,251.300,58.830,14.890,5.004,baseline
457.300,116.000,29.010,8.189,296.000,75.580,18.100,5.080,120.800,27.380,6.853,2.210,251.500,58.960,14.830,5.061,baseline
447.500,116.500,28.780,8.340,295.400,75.210,17.840,5.066,119.700,27.260,6.928,2.240,251.300,58.880,14.960,5.079,baseline
459.800,116.000,29.390,8.011,294.100,74.820,17.900,5.071,119.800,27.380,6.920,2.232,251.500,59.010,14.860,5.076,baseline
453.200,116.800,29.450,8.212,290.000,75.670,17.990,5.053,120.400,27.310,6.927,2.228,251.000,59.530,15.020,5.119,baseline
455.100,118.300,29.140,8.139,297.400,74.480,17.900,5.019,121.400,27.400,6.898,2.247,250.800,59.320,15.100,5.079,baseline
447.000,117.800,29.590,8.313,294.500,73.580,17.950,5.080,119.900,27.560,6.879,2.218,251.200,59.660,15.100,5.145,baseline
454.500,116.600,29.150,8.124,291.800,74.270,17.730,5.058,119.700,27.480,6.899,2.220,250.600,59.330,15.160,5.206,baseline
452.400,115.800,29.360,8.354,296.500,75.520,18.380,5.104,120.600,27.590,6.920,2.237,251.900,60.020,15.310,5.190,baseline
451.600,116.500,29.490,8.178,292.200,74.080,18.140,5.033,120.200,27.390,6.873,2.222,250.600,59.310,14.990,5.117,baseline
451.700,115.700,28.840,8.122,299.700,75.020,18.470,4.985,120.500,27.230,6.847,2.230,248.600,58.980,14.820,4.996,baseline
447.400,116.000,28.640,8.140,298.200,74.750,18.270,5.011,118.900,27.350,6.833,2.206,248.800,58.990,14.880,5.059,baseline
444.900,115.600,28.910,8.030,293.300,74.410,17.760,5.037,120.200,27.310,6.848,2.238,249.000,59.140,14.890,5.058,baseline
443.800,114.200,28.680,8.046,302.600,73.900,17.950,5.053,118.700,27.120,6.887,2.224,249.900,58.840,14.970,5.028,baseline
445.000,116.200,28.740,8.046,291.500,73.720,18.110,5.058,120.200,27.310,6.830,2.216,249.600,58.850,14.970,5.089,baseline
445.900,114.000,28.840,8.147,294.900,73.470,17.780,5.021,120.200,27.260,6.870,2.226,249.400,59.440,15.060,5.085,baseline
439.800,113.900,29.150,8.127,294.300,74.550,17.870,5.022,121.100,27.230,6.879,2.221,248.900,59.180,15.100,5.128,baseline
440.900,115.600,29.120,8.333,292.500,75.540,17.870,4.982,118.700,27.370,6.906,2.243,250.700,59.430,15.100,5.129,baseline
438.300,116.600,28.710,8.188,293.200,73.720,18.020,5.030,120.200,27.320,6.894,2.245,251.200,59.920,15.240,5.154,baseline
446.500,115.000,29.320,8.159,290.400,74.120,18.040,5.077,119.900,27.250,6.898,2.238,251.900,59.770,15.230,5.222,baseline
442.700,115.200,29.600,8.178,288.700,74.700,18.050,5.068,120.500,27.320,6.855,2.226,252.300,59.750,15.130,5.135,baseline
446.900,114.800,29.220,8.199,287.400,73.360,18.030,5.045,119.100,27.240,6.816,2.201,250.800,59.040,15.030,5.092,baseline
437.700,114.600,29.190,8.207,287.600,73.760,18.010,4.958,120.600,27.240,6.786,2.231,250.700,59.370,14.980,5.092,baseline
438.500,116.000,28.820,8.209,286.000,74.070,18.140,5.020,120.500,27.360,6.808,2.231,251.100,59.260,15.020,5.067,baseline
437.200,115.700,28.910,8.139,288.200,74.650,17.820,5.033,119.900,27.220,6.844,2.219,250.200,59.320,14.990,5.135,baseline
437.800,114.500,28.380,8.202,293.700,74.450,17.900,5.047,121.900,27.160,6.886,2.226,251.400,59.750,14.970,5.147,baseline
439.900,115.300,29.150,8.329,289.800,74.230,18.230,5.048,120.100,27.440,6.818,2.227,252.100,59.600,15.140,5.197,baseline
443.600,115.000,28.920,8.197,297.900,74.500,18.170,5.036,120.500,27.370,6.908,2.238,252.900,59.810,15.200,5.190,baseline
443.500,114.900,28.910,8.214,291.800,74.230,17.870,5.059,121.900,27.230,6.914,2.220,252.800,60.240,15.340,5.206,baseline
442.800,114.500,29.330,8.321,291.300,74.790,18.110,5.130,121.300,27.300,6.884,2.242,254.400,60.050,15.330,5.253,baseline
449.200,115.100,29.160,8.364,295.300,75.250,18.120,5.048,120.600,27.400,6.858,2.237,253.800,60.250,15.290,5.244,baseline
442.100,115.400,29.000,8.266,289.500,74.070,18.340,4.989,120.900,27.310,6.909,2.227,254.100,60.100,15.160,5.100,baseline
