A-DC1,A-DC2,A-DC3,A-DC4,A-DC5,A-DC6,A-DC7,A-DC8,B-DC1,B-DC2,B-DC3,B-DC4,B-DC5,B-DC6,B-DC7,B-DC8,condition
451.9,119.2,29.91,8.556,293.3,73.46,17.42,4.928,119.3,27.08,6.84,2.247,258.2,60.77,15.46,5.252,easy
458.0,118.6,29.13,8.459,287.3,72.65,17.6,4.951,119.8,26.96,6.834,2.218,256.2,59.92,15.24,5.209,easy
444.3,116.3,29.33,8.399,293.3,73.71,17.39,4.967,119.3,26.94,6.748,2.216,255.5,59.93,15.26,5.181,easy
452.9,116.7,29.05,8.382,290.7,73.66,17.54,4.905,119.1,27.09,6.804,2.22,255.9,59.95,15.16,5.231,easy
452.8,117.4,29.42,8.239,290.3,72.87,17.44,4.833,119.0,27.14,6.719,2.221,254.7,59.92,15.26,5.18,easy
455.0,117.9,29.6,8.361,294.4,73.33,17.41,4.909,119.1,26.99,6.803,2.213,254.7,59.49,15.28,5.216,easy
440.8,117.0,29.3,8.409,296.7,74.04,17.48,4.87,119.9,27.09,6.826,2.224,254.9,60.14,15.31,5.208,easy
459.2,118.1,29.39,8.451,288.5,72.22,17.56,4.915,120.1,27.09,6.819,2.23,254.9,60.15,15.3,5.244,easy
451.2,117.6,29.57,8.349,290.8,73.81,17.19,4.877,119.8,27.24,6.84,2.233,255.9,60.03,15.39,5.272,easy
457.9,116.4,29.77,8.424,294.6,74.03,17.68,4.952,119.9,27.09,6.844,2.248,255.3,60.26,15.55,5.237,easy
454.3,118.4,29.79,8.416,292.9,74.0,17.76,4.973,119.2,27.08,6.784,2.229,257.3,60.26,15.4,5.212,easy
452.9,117.6,29.09,8.292,285.6,73.22,17.78,4.88,119.5,27.02,6.826,2.231,255.2,59.92,15.27,5.152,easy
451.1,114.9,29.74,8.184,296.9,72.03,17.64,4.887,120.1,27.01,6.776,2.201,253.4,59.68,15.13,5.126,easy
445.1,113.9,29.28,8.272,291.0,72.74,17.39,4.917,119.4,27.12,6.769,2.216,253.8,59.53,15.13,5.15,easy
442.1,115.7,29.46,8.341,287.7,71.86,17.5,4.846,118.9,27.08,6.78,2.215,252.9,59.33,14.95,5.143,easy
438.0,115.4,29.43,8.222,292.0,73.43,17.42,4.859,119.4,26.93,6.744,2.215,253.6,59.12,15.16,5.135,easy
455.7,116.5,29.73,8.158,289.1,72.23,17.28,4.914,119.1,26.78,6.762,2.232,254.6,59.09,15.18,5.163,easy
446.4,117.5,29.23,8.476,290.4,73.92,17.51,4.837,119.6,27.11,6.807,2.256,253.7,59.35,15.18,5.204,easy
448.3,114.7,28.9,8.397,293.0,71.15,17.64,4.891,119.0,27.14,6.856,2.255,253.7,59.83,15.26,5.205,easy
452.7,116.6,29.8,8.384,285.1,71.52,17.59,4.902,119.0,27.17,6.825,2.253,255.0,59.79,15.36,5.228,easy
457.6,117.9,29.1,8.403,289.2,72.81,17.53,4.939,120.9,27.23,6.814,2.268,255.2,60.13,15.21,5.218,easy
452.8,116.5,29.28,8.397,284.4,72.63,17.66,4.866,119.7,27.1,6.855,2.222,253.2,59.48,15.09,5.127,easy
449.3,116.3,29.63,8.294,299.8,73.36,17.43,4.91,118.9,27.05,6.774,2.22,252.4,59.23,14.97,5.119,easy
446.9,115.6,29.63,8.263,288.8,72.31,17.32,4.864,118.8,26.85,6.766,2.22,252.6,58.98,14.99,5.089,easy
440.7,115.0,29.12,8.343,292.0,73.82,17.53,4.857,119.9,26.98,6.787,2.241,253.4,59.18,14.97,5.145,easy
445.5,115.6,29.3,8.231,286.8,72.75,17.75,4.98,120.4,26.78,6.802,2.245,252.5,58.89,15.03,5.128,easy
448.9,115.6,29.42,8.332,287.0,72.62,17.31,4.885,119.5,26.89,6.858,2.248,251.5,59.05,15.11,5.118,easy
445.9,118.0,29.34,8.416,290.1,71.38,17.48,4.853,118.9,26.9,6.845,2.245,252.9,59.15,15.0,5.125,easy
447.2,117.9,29.94,8.283,288.1,73.62,17.65,4.829,120.5,27.3,6.827,2.242,252.2,59.53,15.16,5.133,easy
448.2,117.8,29.14,8.291,285.8,73.53,17.52,4.972,118.6,27.26,6.862,2.259,254.2,59.34,15.24,5.186,easy
452.8,118.0,29.63,8.413,288.0,74.46,17.2,4.886,120.1,27.1,6.85,2.265,254.8,59.84,15.24,5.176,easy
448.7,116.9,29.62,8.365,291.0,72.44,17.51,4.894,120.9,27.29,6.871,2.268,254.2,59.85,15.06,5.16,easy
444.3,116.6,29.15,8.319,294.0,72.38,17.5,4.932,119.8,27.05,6.849,2.265,253.4,59.4,14.94,5.11,easy
442.8,115.6,29.04,8.299,287.8,72.67,17.23,4.896,118.3,27.1,6.815,2.242,252.2,58.76,14.85,5.063,easy
442.8,116.0,29.28,8.272,292.8,71.92,17.21,4.915,119.7,27.05,6.808,2.252,252.1,59.07,14.89,5.068,easy
445.7,114.4,29.64,8.186,288.5,73.11,17.9,4.807,119.7,27.07,6.808,2.223,251.6,58.67,14.88,5.068,easy
443.8,115.6,29.34,8.228,280.4,72.19,17.72,4.909,120.0,27.04,6.768,2.265,252.2,58.66,14.93,5.053,easy
441.3,114.2,29.4,8.259,294.3,73.78,17.61,4.917,121.1,27.2,6.839,2.226,251.4,58.8,14.95,5.094,easy
446.8,115.9,29.95,8.215,294.7,73.35,17.66,4.868,120.2,27.17,6.915,2.269,252.6,59.48,15.03,5.086,easy
444.5,115.1,29.3,8.36,288.9,73.8,17.38,4.891,119.0,27.3,6.832,2.263,252.7,59.15,15.09,5.116,easy
451.4,115.4,29.08,8.351,287.1,73.33,17.36,4.925,120.1,27.24,6.857,2.242,253.7,59.49,15.16,5.114,easy
448.4,117.4,29.46,8.295,295.1,72.66,17.72,4.976,118.4,27.17,6.888,2.259,253.5,59.43,15.15,5.17,easy
441.7,116.7,29.47,8.436,293.2,72.12,17.37,4.91,120.0,27.27,6.847,2.26,252.2,59.34,14.99,5.066,easy
448.6,116.4,28.88,8.389,287.2,72.99,17.86,4.862,119.3,27.2,6.857,2.227,250.8,59.26,14.85,5.056,easy
443.4,115.6,28.79,8.141,287.3,72.32,17.62,4.858,120.4,27.17,6.807,2.251,251.3,58.55,14.68,5.032,easy
446.2,114.4,29.14,8.297,286.0,71.61,17.72,4.882,119.1,27.06,6.883,2.259,252.0,59.02,14.79,5.038,easy
440.2,115.5,29.03,8.299,290.2,72.93,17.66,4.926,120.1,27.16,6.832,2.259,252.3,58.69,14.76,5.062,easy
451.4,117.7,29.41,8.188,284.3,73.16,17.33,4.898,118.6,27.06,6.86,2.245,252.2,58.8,14.92,5.07,easy
443.6,116.2,29.21,8.295,294.5,73.1,17.62,4.935,119.4,27.15,6.947,2.258,252.0,58.91,14.96,5.074,easy
451.3,115.5,28.91,8.21,286.2,72.63,17.77,4.945,118.8,27.2,6.841,2.261,252.1,59.35,14.92,5.067,easy
446.5,115.6,29.28,8.347,289.0,71.44,17.48,4.947,120.2,27.34,6.843,2.274,253.0,59.42,15.04,5.129,easy
447.7,117.2,29.85,8.381,293.3,72.28,17.89,4.897,121.8,27.31,6.865,2.285,253.1,59.15,15.07,5.1,easy
449.4,116.2,29.43,8.264,289.9,72.9,17.79,4.877,120.4,27.37,6.954,2.274,253.4,59.29,14.96,5.076,easy
441.3,118.0,28.99,8.285,292.7,73.0,17.59,4.993,119.1,27.32,6.885,2.243,252.0,59.09,14.84,5.02,easy
457.0,115.1,29.15,8.295,289.4,72.09,17.47,4.985,119.6,27.16,6.819,2.257,252.0,58.79,14.71,5.019,easy
443.6,115.1,29.18,8.056,288.5,73.16,17.6,4.88,120.8,27.19,6.86,2.242,250.5,58.58,14.71,5.0,easy
444.6,116.0,29.21,8.157,296.1,73.86,17.64,4.917,119.6,27.28,6.861,2.271,251.3,58.73,14.74,4.983,easy
450.4,115.2,29.4,8.188,289.1,72.37,17.83,4.895,119.9,27.26,6.897,2.285,251.4,58.53,14.78,5.027,easy
450.2,115.6,29.26,8.257,290.8,73.03,17.59,4.879,118.5,27.22,6.862,2.248,253.2,58.45,14.92,5.014,easy
452.2,115.3,29.31,8.237,291.8,73.43,18.04,4.968,121.3,27.29,6.877,2.272,251.2,58.82,14.94,5.087,easy
448.4,115.3,29.05,8.215,288.0,72.63,17.78,4.951,119.7,27.27,6.924,2.276,252.6,59.04,15.0,5.125,easy
446.3,115.8,29.25,8.309,290.8,72.63,17.37,4.95,118.6,27.16,6.97,2.27,252.9,59.18,15.1,5.106,easy
451.2,116.5,29.29,8.152,288.4,73.95,17.63,4.945,119.9,27.3,6.958,2.293,253.5,59.59,15.02,5.101,easy
448.1,116.6,29.29,8.24,290.9,73.59,17.73,4.998,119.3,27.45,6.875,2.27,253.2,58.99,14.89,5.069,easy
444.7,114.9,29.4,8.125,289.5,73.98,17.69,4.925,120.2,27.26,6.842,2.262,251.8,59.12,14.76,4.996,easy
448.6,114.6,29.03,8.25,288.2,72.87,17.76,4.944,121.3,27.18,6.853,2.246,252.3,58.43,14.65,4.989,easy
448.5,117.0,29.36,8.113,288.0,72.96,17.84,4.997,120.0,27.34,6.836,2.27,251.2,58.49,14.72,4.949,easy
451.2,116.7,28.81,8.206,289.2,73.43,17.15,4.976,118.8,27.27,6.92,2.263,252.1,58.86,14.71,5.053,easy
449.3,115.6,28.85,8.237,292.4,73.32,17.41,4.93,121.0,27.5,6.895,2.287,252.2,58.74,14.74,4.973,easy
447.0,115.0,29.11,8.245,297.7,72.44,17.57,4.958,121.1,27.31,6.923,2.264,252.7,58.62,14.79,5.031,easy
442.4,116.4,29.15,8.123,289.1,72.61,17.56,4.923,121.0,27.48,6.92,2.295,253.2,58.73,14.82,5.039,easy
450.8,116.2,29.23,8.36,287.3,73.3,17.57,4.98,120.5,27.46,6.879,2.289,252.7,59.3,14.95,5.106,easy
453.9,116.2,29.31,8.297,296.2,73.36,17.97,5.016,119.3,27.55,6.965,2.299,253.6,59.39,14.95,5.077,easy
446.8,115.7,29.15,8.319,287.8,73.32,17.71,4.934,120.8,27.4,6.932,2.279,253.3,59.28,14.88,5.067,easy
452.5,116.0,28.87,8.259,287.6,73.03,17.42,4.923,120.3,27.4,6.93,2.286,251.4,58.95,14.71,5.025,easy
450.7,116.5,29.05,8.202,287.6,74.25,17.79,4.918,119.6,27.31,6.885,2.288,251.8,58.67,14.79,4.971,easy
448.7,115.4,29.36,8.096,287.8,73.21,17.44,4.96,120.4,27.28,6.837,2.275,252.3,58.7,14.74,4.986,easy
442.7,115.1,28.79,8.197,293.1,73.91,17.7,4.986,120.3,27.26,6.89,2.292,252.5,58.85,14.81,4.951,easy
444.8,115.7,29.27,8.226,289.7,72.7,17.4,4.993,119.6,27.3,6.892,2.268,252.1,58.81,14.71,4.952,easy
445.5,114.5,28.93,8.25,289.2,74.88,17.74,4.958,120.6,27.46,6.974,2.281,252.7,58.7,14.83,5.041,easy
446.8,116.5,29.09,8.289,288.2,73.32,17.62,4.981,120.5,27.29,6.966,2.296,253.8,58.65,14.77,5.011,easy
450.6,116.1,28.94,8.17,294.1,73.11,17.71,4.964,121.1,27.45,6.983,2.309,253.5,59.1,14.82,5.027,easy
451.1,116.8,29.43,8.256,292.2,73.32,17.48,4.932,120.2,27.52,7.011,2.286,253.6,59.22,14.97,5.061,easy
446.5,117.7,29.67,8.151,287.6,73.61,17.58,5.028,122.1,27.57,6.944,2.307,253.4,59.31,14.86,5.041,easy
455.9,115.8,29.67,8.313,290.1,73.43,17.42,4.954,120.3,27.38,6.987,2.285,252.4,58.49,14.84,4.936,easy
448.8,115.8,29.23,8.29,286.3,72.41,17.74,4.912,119.8,27.24,6.888,2.266,251.7,58.78,14.66,4.93,easy
446.2,116.4,29.01,8.223,295.7,73.19,17.82,4.98,120.0,27.42,6.925,2.28,252.3,58.3,14.77,4.971,easy
439.9,114.6,28.68,7.962,293.0,73.86,17.63,4.973,120.0,27.45,6.95,2.288,252.1,58.53,14.67,5.0,easy
