A-DC1,A-DC2,A-DC3,A-DC4,A-DC5,A-DC6,A-DC7,A-DC8,B-DC1,B-DC2,B-DC3,B-DC4,B-DC5,B-DC6,B-DC7,B-DC8,condition
952.9,273.8,94.23,33.28,997.2,293.9,100.7,30.83,265.7,67.56,18.91,6.854,366.6,94.2,27.11,10.47,hard
959.6,275.0,95.42,33.66,1005.0,296.6,101.4,31.02,266.6,67.98,19.03,6.912,368.9,95.19,27.47,10.58,hard
973.1,277.3,96.21,34.04,1005.0,297.3,101.6,31.0,268.1,68.44,19.15,6.968,373.4,96.24,27.58,10.61,hard
969.4,276.9,95.37,33.25,995.0,293.5,100.4,30.6,269.0,67.94,19.0,6.848,364.2,93.07,26.75,10.25,hard
952.0,271.0,93.54,32.68,997.9,293.4,99.9,30.53,263.4,67.06,18.77,6.828,360.6,92.57,26.63,10.25,hard
947.8,269.8,93.32,32.82,991.1,293.0,100.1,30.6,264.3,67.01,18.79,6.829,361.9,92.6,26.58,10.28,hard
949.2,272.2,94.01,32.89,996.8,294.2,100.7,30.73,265.3,67.28,18.83,6.854,362.6,92.72,26.71,10.37,hard
950.6,272.2,94.27,32.92,996.7,293.6,100.9,30.83,265.0,67.46,18.91,6.875,364.5,93.99,26.85,10.41,hard
956.8,272.2,94.59,33.22,1000.0,295.7,101.3,30.97,265.9,67.63,18.97,6.892,366.9,94.76,27.14,10.51,hard
964.4,275.6,95.71,33.63,1005.0,295.7,101.9,31.16,267.5,68.22,19.05,6.959,372.7,95.66,27.6,10.66,hard
978.0,278.2,96.34,33.76,1003.0,295.3,101.0,30.76,268.4,68.5,19.14,6.951,369.5,94.07,26.93,10.35,hard
952.1,272.2,93.77,32.84,993.1,293.5,100.4,30.62,265.6,67.2,18.81,6.855,361.3,92.41,26.44,10.23,hard
951.2,272.4,93.73,32.77,991.4,292.8,100.6,30.68,263.6,67.12,18.74,6.824,361.0,92.35,26.58,10.24,hard
949.3,271.2,93.79,32.95,994.6,293.0,100.2,30.77,264.4,67.37,18.83,6.862,362.7,93.21,26.68,10.27,hard
948.2,272.5,93.77,32.89,999.0,294.3,100.9,30.84,264.3,67.16,18.88,6.858,363.8,93.19,26.82,10.35,hard
958.2,274.1,94.33,32.98,999.2,295.2,100.8,30.89,266.6,67.61,18.98,6.873,365.0,93.93,26.9,10.45,hard
957.9,273.7,94.74,33.38,1003.0,296.6,101.7,31.06,266.3,67.92,19.01,6.936,367.8,94.9,27.22,10.51,hard
969.6,278.0,96.18,33.78,1002.0,296.7,101.2,30.96,268.1,68.2,19.15,6.957,371.8,95.13,27.29,10.41,hard
960.3,273.6,93.91,32.83,999.3,293.8,100.6,30.7,265.4,67.58,18.98,6.855,362.2,92.69,26.51,10.22,hard
951.2,271.3,93.65,32.76,991.7,293.9,100.1,30.72,264.0,67.11,18.85,6.843,359.9,92.19,26.52,10.23,hard
952.2,271.1,93.51,32.76,993.8,293.9,100.6,30.8,263.4,67.35,18.89,6.853,362.4,93.03,26.61,10.31,hard
958.5,272.7,93.94,32.82,1000.0,294.5,100.8,30.86,266.8,67.43,18.93,6.88,364.0,93.27,26.64,10.32,hard
956.3,272.6,94.32,33.03,1001.0,295.4,101.3,30.96,265.8,67.87,19.0,6.915,366.2,94.14,26.95,10.42,hard
961.0,275.3,95.6,33.46,997.1,296.7,101.6,31.19,266.2,67.95,19.11,6.952,367.5,94.91,27.2,10.53,hard
974.9,278.1,95.8,33.85,1008.0,296.5,101.8,31.25,268.7,68.38,19.21,7.026,372.5,96.33,27.41,10.57,hard
968.4,276.6,95.08,33.11,999.5,294.7,100.7,30.81,268.5,68.07,19.0,6.921,363.7,92.89,26.58,10.24,hard
948.2,270.5,93.46,32.67,997.9,294.0,100.6,30.76,266.0,67.19,18.87,6.85,359.4,92.35,26.44,10.2,hard
946.5,270.4,93.66,32.65,996.2,294.2,101.1,30.85,264.0,67.25,18.88,6.869,361.2,93.04,26.52,10.26,hard
949.5,272.3,93.92,32.92,1002.0,295.0,101.3,30.91,266.4,67.48,18.93,6.888,361.7,92.94,26.69,10.29,hard
953.5,272.1,94.1,33.13,997.4,295.1,101.6,31.03,266.7,67.69,19.04,6.923,362.7,93.51,26.77,10.34,hard
958.1,274.7,95.01,33.45,1007.0,295.9,101.8,31.17,265.2,68.07,19.02,6.946,364.7,94.02,27.04,10.45,hard
967.6,276.4,95.81,33.78,1013.0,296.8,102.3,31.43,266.8,68.31,19.1,6.981,369.5,95.3,27.31,10.57,hard
974.1,278.4,96.31,33.77,1001.0,297.1,101.4,30.96,269.1,68.77,19.29,6.984,365.0,93.94,26.66,10.25,hard
960.6,272.2,93.75,32.73,1002.0,294.8,101.2,30.83,266.7,67.6,18.89,6.878,358.1,91.76,26.28,10.17,hard
950.4,269.6,93.35,32.57,998.6,295.3,100.7,30.77,263.5,67.33,18.78,6.848,357.1,91.34,26.21,10.15,hard
946.9,270.4,93.5,32.61,998.9,295.1,100.8,30.77,266.5,67.57,18.89,6.86,358.2,92.11,26.35,10.16,hard
955.3,271.2,93.19,32.61,999.5,294.7,101.4,30.88,263.6,67.71,18.87,6.915,357.5,91.76,26.27,10.17,hard
956.9,272.9,93.5,32.86,1004.0,295.5,101.7,31.12,266.0,67.75,18.87,6.909,359.3,92.47,26.47,10.24,hard
961.4,274.7,94.72,33.31,1010.0,296.1,102.0,31.32,265.8,67.98,18.93,6.939,363.3,93.6,26.65,10.37,hard
970.2,278.0,96.08,33.8,1010.0,298.2,101.9,31.2,266.9,68.35,19.01,6.978,364.8,94.11,26.55,10.3,hard
964.3,272.9,94.41,32.65,995.4,294.6,101.0,30.83,265.5,67.57,18.73,6.871,356.5,91.31,25.92,10.05,hard
948.1,270.8,93.09,32.43,988.7,294.8,101.0,30.78,264.8,67.03,18.71,6.836,354.2,90.56,25.79,10.01,hard
945.1,270.6,93.04,32.44,998.2,294.3,100.7,30.95,262.3,66.99,18.68,6.86,355.1,91.37,25.9,10.03,hard
954.6,269.9,93.56,32.54,1001.0,294.2,101.4,30.99,263.0,67.19,18.74,6.864,356.4,91.67,25.98,10.11,hard
952.5,271.5,93.56,32.78,1000.0,296.1,101.5,31.13,265.0,67.34,18.74,6.86,357.9,91.77,26.06,10.18,hard
957.4,271.8,94.23,33.05,1003.0,296.4,101.7,31.29,264.6,67.77,18.81,6.921,360.5,92.74,26.41,10.23,hard
959.3,275.4,95.04,33.38,1009.0,297.1,102.2,31.36,267.0,67.98,18.91,6.937,364.2,93.63,26.59,10.35,hard
967.2,274.5,94.27,32.9,1003.0,295.6,101.3,31.0,266.7,68.08,18.9,6.921,359.5,91.69,25.92,10.03,hard
