A-DC1,A-DC2,A-DC3,A-DC4,A-DC5,A-DC6,A-DC7,A-DC8,B-DC1,B-DC2,B-DC3,B-DC4,B-DC5,B-DC6,B-DC7,B-DC8,condition
726.100,162.900,38.860,10.940,588.800,109.900,21.460,4.468,227.700,37.140,6.741,1.844,361.300,72.910,16.620,5.499,baseline
721.200,159.200,39.050,10.870,586.200,107.100,21.430,4.440,222.300,37.150,6.670,1.832,358.600,70.830,16.190,5.397,baseline
713.900,158.500,38.490,10.810,580.900,109.500,21.520,4.449,223.100,36.570,6.661,1.846,356.400,70.640,16.140,5.393,baseline
707.900,160.200,38.310,10.780,587.000,107.800,21.330,4.509,222.800,36.800,6.568,1.825,359.900,70.760,16.270,5.513,baseline
717.900,159.100,37.930,10.890,588.500,107.800,21.390,4.442,223.000,36.980,6.592,1.812,358.200,71.060,16.230,5.471,baseline
713.700,161.100,38.750,10.890,576.400,106.600,21.810,4.483,224.000,36.630,6.634,1.852,359.900,71.480,16.350,5.478,baseline
715.900,162.600,38.430,11.020,589.400,109.100,21.430,4.487,222.000,37.140,6.599,1.846,361.900,72.060,16.490,5.582,baseline
717.400,163.200,38.600,10.980,585.600,108.400,21.750,4.517,227.200,37.320,6.587,1.842,364.300,72.390,16.570,5.568,baseline
726.600,160.000,38.340,10.600,580.500,107.600,21.080,4.525,225.500,37.030,6.641,1.812,358.500,71.310,16.330,5.366,baseline
708.100,158.700,38.210,10.750,588.900,108.100,21.620,4.460,223.300,36.880,6.611,1.805,356.900,70.460,16.190,5.422,baseline
708.700,158.300,38.220,10.820,581.000,107.400,21.150,4.461,224.000,36.680,6.501,1.814,357.700,71.080,16.280,5.472,baseline
718.400,159.600,38.450,10.680,578.000,107.500,21.250,4.501,220.900,36.620,6.581,1.839,358.500,70.950,16.250,5.455,baseline
718.700,160.800,38.310,10.690,582.600,107.100,21.360,4.479,222.900,36.700,6.627,1.808,359.500,71.630,16.520,5.476,baseline
