A-DC1,A-DC2,A-DC3,A-DC4,A-DC5,A-DC6,A-DC7,A-DC8,B-DC1,B-DC2,B-DC3,B-DC4,B-DC5,B-DC6,B-DC7,B-DC8,condition
1449.0,344.5,102.8,30.26,1305.0,334.9,103.2,24.67,204.1,59.98,18.35,6.032,403.5,113.6,33.62,10.8,neutral
1472.0,349.0,104.0,30.72,1320.0,335.1,103.3,24.91,206.7,59.98,18.41,6.021,406.0,114.8,33.75,10.92,neutral
1474.0,352.4,105.6,31.41,1331.0,339.3,103.8,24.91,207.3,60.17,18.46,6.075,408.3,114.8,34.14,11.06,neutral
1470.0,348.1,103.9,30.19,1299.0,330.4,101.6,24.07,205.3,60.28,18.47,5.994,402.3,113.0,32.89,10.47,neutral
1408.0,332.0,97.02,28.93,1293.0,326.4,100.2,23.98,204.2,59.42,18.26,5.893,395.5,111.4,32.61,10.28,neutral
1402.0,327.9,97.26,28.77,1297.0,325.5,100.0,23.93,205.5,59.4,18.03,5.873,396.2,111.8,32.59,10.34,neutral
1408.0,329.2,98.51,28.85,1286.0,327.8,100.2,24.1,202.8,59.3,18.24,5.876,396.1,111.4,32.6,10.29,neutral
1399.0,328.8,97.78,29.0,1291.0,329.7,99.9,23.94,203.4,59.37,18.23,5.896,395.6,111.8,32.49,10.32,neutral
1411.0,335.6,99.17,29.26,1294.0,332.4,101.8,24.42,203.2,59.29,18.14,5.918,397.4,112.1,32.97,10.5,neutral
1438.0,339.8,100.7,30.1,1304.0,333.8,102.1,24.52,203.5,59.81,18.29,5.987,400.0,113.3,33.41,10.66,neutral
1446.0,345.1,103.4,30.28,1302.0,334.9,102.8,24.75,205.6,60.03,18.41,6.026,402.9,113.6,33.48,10.8,neutral
1463.0,348.5,104.1,30.87,1307.0,337.3,103.8,24.9,204.8,59.81,18.31,6.024,404.7,114.0,33.69,10.95,neutral
1471.0,350.7,103.8,30.98,1312.0,332.5,101.9,24.27,206.5,60.17,18.46,6.047,402.5,113.5,33.05,10.42,neutral
1431.0,332.5,98.88,28.85,1290.0,326.8,100.3,23.95,204.1,59.43,18.12,5.896,393.8,111.1,32.21,10.23,neutral
1394.0,326.1,96.78,28.33,1273.0,326.9,100.3,23.92,204.9,59.27,18.18,5.873,394.6,110.9,32.04,10.22,neutral
