A-DC1,A-DC2,A-DC3,A-DC4,A-DC5,A-DC6,A-DC7,A-DC8,B-DC1,B-DC2,B-DC3,B-DC4,B-DC5,B-DC6,B-DC7,B-DC8,condition
515.4,121.6,29.9,8.519,428.1,101.0,25.55,6.774,229.2,59.72,15.46,5.282,314.4,80.96,21.31,7.111,negative
517.7,121.6,29.59,8.58,433.1,100.9,25.88,6.831,232.8,59.97,15.44,5.183,311.2,79.21,20.74,6.882,negative
510.0,118.9,29.82,8.605,425.5,100.2,25.9,6.8,227.0,58.97,15.23,5.089,307.5,78.09,20.46,6.845,negative
504.6,117.2,29.81,8.33,421.2,99.17,25.89,6.755,227.3,58.84,15.23,5.094,307.3,77.64,20.38,6.911,negative
504.5,118.0,29.64,8.273,422.8,100.7,25.72,6.727,229.9,59.01,15.36,5.137,305.5,77.69,20.29,6.843,negative
505.0,118.3,29.62,8.33,421.0,99.12,25.75,6.818,232.5,59.11,15.19,5.159,308.4,78.61,20.29,6.859,negative
504.4,119.6,29.16,8.336,427.7,99.47,25.5,6.782,229.0,59.13,15.31,5.179,307.8,78.74,20.41,6.858,negative
503.4,118.8,29.24,8.375,419.9,100.2,25.9,6.798,229.2,59.45,15.36,5.207,311.0,79.06,20.55,7.045,negative
491.9,119.3,29.38,8.377,421.6,99.45,25.45,6.853,229.8,59.32,15.25,5.203,309.4,78.89,20.99,7.065,negative
504.5,119.8,29.81,8.441,424.7,98.82,25.67,6.817,233.0,59.39,15.53,5.28,312.1,79.28,20.95,7.129,negative
505.0,120.7,29.65,8.537,426.3,100.8,25.87,6.784,229.9,59.82,15.36,5.284,315.1,80.96,20.99,7.128,negative
508.6,120.4,29.45,8.405,423.2,99.58,25.66,6.853,230.0,59.87,15.28,5.1,307.7,78.57,20.37,6.875,negative
501.6,120.0,28.92,8.427,423.7,99.89,25.73,6.857,228.6,58.98,15.33,5.074,307.4,77.8,20.12,6.736,negative
505.9,117.9,29.3,8.347,427.2,100.1,25.41,6.713,230.6,58.99,15.14,5.169,305.6,77.47,20.15,6.915,negative
498.1,116.9,29.21,8.329,428.2,99.56,25.6,6.745,230.6,59.17,15.22,5.143,304.9,77.27,20.12,6.883,negative
503.9,116.7,28.84,8.249,431.8,99.64,25.73,6.802,227.9,59.24,15.37,5.178,305.2,76.84,20.27,6.864,negative
510.3,117.8,29.49,8.225,416.9,98.68,25.31,6.737,229.6,59.48,15.36,5.132,306.9,78.05,20.34,6.872,negative
503.5,117.4,29.51,8.264,422.3,98.98,25.67,6.749,230.1,59.48,15.39,5.228,308.6,78.83,20.7,7.031,negative
511.3,118.7,29.63,8.423,423.5,98.58,25.65,6.777,230.7,59.42,15.47,5.188,309.1,79.18,20.84,7.116,negative
501.0,119.6,29.61,8.397,421.7,100.6,25.69,6.841,228.4,59.5,15.48,5.218,313.4,80.44,21.07,7.102,negative
503.9,119.4,29.56,8.477,423.3,100.1,25.86,6.885,231.5,59.88,15.55,5.226,314.0,79.74,21.29,7.1,negative
506.3,118.6,29.5,8.549,428.8,99.26,25.58,6.835,232.6,59.58,15.62,5.226,311.4,79.74,20.65,6.943,negative
505.1,116.2,29.54,8.469,425.6,99.78,25.54,6.76,228.3,59.45,15.34,5.095,307.4,77.6,20.07,6.792,negative
502.0,115.6,29.37,8.348,429.2,99.8,25.6,6.778,228.7,58.81,15.19,5.182,305.6,77.79,20.1,6.862,negative
515.7,119.6,28.97,8.35,429.0,99.68,25.48,6.788,231.4,58.95,15.26,5.104,307.7,77.73,20.27,6.835,negative
508.7,118.3,28.88,8.263,426.4,98.73,26.1,6.776,230.5,58.73,15.16,5.119,307.7,77.65,20.37,6.83,negative
503.6,117.7,29.55,8.446,424.7,99.15,25.97,6.76,229.2,58.99,15.38,5.185,306.7,78.61,20.37,6.919,negative
498.5,119.2,29.4,8.379,418.0,100.1,26.42,6.84,230.3,59.14,15.26,5.165,308.8,78.94,20.61,6.94,negative
507.5,118.5,29.54,8.524,419.9,98.99,25.77,6.862,230.9,59.24,15.3,5.171,310.1,79.27,20.9,7.058,negative
