A-DC1,A-DC2,A-DC3,A-DC4,A-DC5,A-DC6,A-DC7,A-DC8,B-DC1,B-DC2,B-DC3,B-DC4,B-DC5,B-DC6,B-DC7,B-DC8,condition
520.300,123.800,31.050,8.973,415.100,96.830,24.730,6.497,221.500,56.760,14.500,4.844,313.600,79.690,21.060,7.049,baseline
520.400,123.800,30.490,8.920,411.900,95.610,24.430,6.411,220.700,56.490,14.450,4.842,310.200,78.520,20.700,6.932,baseline
517.500,120.900,30.740,8.819,411.300,96.810,24.270,6.458,219.200,56.330,14.430,4.858,310.300,78.620,20.650,7.005,baseline
514.100,121.900,30.580,8.964,418.100,96.720,24.010,6.482,222.200,56.520,14.480,4.908,309.700,78.750,20.860,7.075,baseline
512.600,122.400,30.320,8.822,413.600,95.920,24.120,6.383,224.800,56.760,14.520,4.907,309.700,79.220,20.740,7.034,baseline
524.200,122.500,30.540,8.868,410.500,96.280,24.730,6.408,221.700,56.450,14.640,4.962,309.200,79.420,20.820,7.070,baseline
513.200,123.200,30.580,8.814,411.700,95.810,24.640,6.431,224.400,57.020,14.720,5.039,310.800,79.300,20.920,7.151,baseline
515.200,121.900,30.660,8.960,410.300,97.120,25.040,6.510,220.600,57.330,14.910,4.979,311.700,80.400,21.130,7.074,baseline
511.900,123.000,30.830,8.903,410.500,96.230,24.400,6.518,220.500,57.230,14.750,5.012,313.000,80.720,21.240,7.305,baseline
523.700,121.700,31.040,9.025,415.700,96.330,24.660,6.497,219.800,57.950,14.900,5.020,314.300,81.420,21.610,7.313,baseline
513.000,122.900,30.830,9.080,413.600,97.930,24.660,6.568,225.500,58.210,14.950,5.074,315.700,80.640,21.190,7.230,baseline
516.000,122.800,30.920,8.874,423.400,97.870,24.880,6.478,220.500,57.580,14.730,5.021,308.300,78.270,20.610,7.090,baseline
517.600,121.400,31.110,8.784,418.800,97.650,24.610,6.518,220.900,57.200,14.810,4.957,306.500,78.670,20.480,7.020,baseline
515.100,121.700,30.790,8.849,424.100,97.110,24.910,6.547,219.700,57.220,14.730,4.946,309.700,78.260,20.270,6.978,baseline
515.400,121.100,29.990,8.982,416.000,96.830,25.210,6.604,222.700,57.030,14.820,5.078,306.500,78.560,20.360,6.975,baseline
516.000,123.400,30.890,8.860,415.300,96.950,24.770,6.626,221.000,57.260,14.810,4.972,308.500,78.440,20.410,6.969,baseline
513.500,120.900,30.500,8.812,417.200,98.110,24.920,6.588,220.900,57.150,14.770,4.987,306.900,78.760,20.810,6.988,baseline
523.000,122.400,30.440,8.876,409.900,98.830,25.060,6.594,223.400,57.510,14.880,5.012,308.500,79.340,20.820,7.054,baseline
516.500,121.700,30.280,8.926,417.600,97.340,24.870,6.613,222.800,57.680,14.800,5.006,309.900,79.240,20.920,7.068,baseline
515.500,122.700,30.960,8.949,416.300,98.470,24.890,6.577,225.300,57.560,15.060,5.020,312.500,79.860,21.260,7.143,baseline
515.100,122.600,30.010,9.025,411.500,98.190,24.810,6.549,223.500,57.630,14.950,5.058,314.400,80.590,21.210,7.245,baseline
519.800,123.500,30.910,8.952,415.400,97.560,24.470,6.552,224.100,57.560,14.890,5.035,311.100,79.210,20.780,7.030,baseline
520.000,120.300,30.730,8.794,414.300,97.650,25.260,6.572,221.700,57.220,14.820,4.981,307.100,77.820,20.510,6.927,baseline
515.200,122.500,30.490,8.824,410.300,97.950,25.210,6.534,222.600,57.070,14.770,4.974,307.700,78.210,20.570,6.944,baseline
516.600,120.100,30.620,8.798,407.700,97.300,24.960,6.558,224.000,57.090,14.720,4.963,308.200,78.910,20.230,6.958,baseline
516.300,121.100,30.460,8.884,419.300,98.840,25.010,6.683,220.800,57.430,14.690,4.979,305.400,78.170,20.710,7.042,baseline
511.800,120.500,30.690,8.856,416.100,97.460,24.980,6.630,222.200,57.300,14.820,4.958,308.500,78.560,20.630,6.960,baseline
510.600,120.600,30.430,8.874,411.200,96.820,24.740,6.512,222.800,57.740,14.860,4.986,309.900,79.040,20.950,7.170,baseline
519.000,119.400,30.650,8.908,417.700,98.610,25.060,6.579,225.800,57.560,14.880,4.993,312.300,79.100,20.990,7.107,baseline
518.300,121.300,30.810,8.916,419.300,95.660,24.860,6.597,224.000,57.730,14.970,4.971,313.700,80.020,21.240,7.198,baseline
511.500,123.200,30.510,8.854,423.000,98.630,25.070,6.485,222.000,58.360,14.990,5.014,315.300,80.630,21.480,7.218,baseline
508.900,120.500,30.900,8.875,412.600,96.760,24.940,6.563,225.400,57.500,14.870,4.984,313.600,79.770,20.710,7.129,baseline
516.500,119.700,30.350,8.894,413.600,97.920,25.060,6.550,226.300,57.220,14.820,4.967,308.800,79.390,20.690,7.053,baseline
510.300,119.700,30.120,8.779,412.500,97.620,24.620,6.551,226.100,56.930,14.700,4.942,310.200,78.770,20.820,7.001,baseline
509.900,122.000,30.650,8.799,417.300,98.380,24.770,6.567,224.800,57.460,14.720,4.979,312.100,78.830,20.810,7.046,baseline
514.500,120.000,30.800,8.816,411.900,96.970,25.230,6.573,225.300,57.360,14.630,4.925,312.900,79.580,20.910,7.038,baseline
520.000,123.500,29.720,8.918,417.000,98.110,24.970,6.567,226.100,57.370,14.830,4.995,311.700,79.450,21.030,7.161,baseline
517.100,121.800,30.830,8.786,420.200,98.050,24.950,6.585,223.700,57.670,14.840,4.994,315.400,80.650,21.170,7.276,baseline
517.800,121.800,30.500,8.978,418.200,98.230,25.420,6.544,224.000,57.590,14.860,5.028,314.500,80.740,21.260,7.232,baseline
524.700,122.100,31.060,8.967,412.800,98.650,25.510,6.575,226.900,57.610,14.960,5.023,320.000,81.290,21.430,7.272,baseline
517.700,122.700,31.210,9.045,421.200,97.600,25.230,6.668,227.400,57.980,14.740,5.033,317.500,81.410,21.200,7.263,baseline
512.100,122.000,31.300,8.884,418.900,99.450,24.870,6.599,225.800,57.790,14.600,4.955,314.200,79.790,20.880,7.057,baseline
516.900,122.400,30.500,9.019,418.900,97.750,25.130,6.714,224.700,57.250,14.790,4.957,313.500,79.990,20.850,7.082,baseline
