A-DC1,A-DC2,A-DC3,A-DC4,A-DC5,A-DC6,A-DC7,A-DC8,B-DC1,B-DC2,B-DC3,B-DC4,B-DC5,B-DC6,B-DC7,B-DC8,condition
1746.000,446.800,113.500,35.910,1491.000,366.300,91.970,24.950,215.100,55.690,14.990,4.677,395.800,107.400,28.410,9.107,baseline
1744.000,446.800,112.900,35.530,1484.000,366.900,92.380,25.020,215.500,55.800,14.980,4.643,396.300,107.600,28.340,9.113,baseline
1743.000,445.900,114.700,36.020,1471.000,367.400,92.960,25.100,213.200,55.710,14.970,4.668,397.800,107.700,28.470,9.151,baseline
1764.000,447.700,114.800,36.520,1488.000,368.900,92.840,25.180,215.100,55.580,14.990,4.674,396.900,108.300,28.470,9.178,baseline
1749.000,451.200,115.500,36.900,1482.000,371.400,92.980,25.280,214.400,55.940,15.080,4.697,398.300,108.600,28.660,9.231,baseline
1772.000,458.300,116.200,37.470,1509.000,372.500,93.360,25.540,215.400,56.080,15.100,4.710,400.700,109.300,28.770,9.350,baseline
1822.000,459.400,118.400,37.950,1508.000,375.400,93.730,25.590,214.200,56.210,15.130,4.732,402.200,109.900,28.990,9.287,baseline
1799.000,451.500,116.200,36.570,1514.000,366.700,91.980,24.860,214.500,55.960,15.040,4.694,398.100,107.900,28.350,9.121,baseline
1741.000,441.700,113.100,35.620,1475.000,364.800,91.620,24.920,213.700,55.690,15.020,4.642,395.300,107.200,28.280,9.069,baseline
1724.000,444.900,112.100,35.820,1490.000,365.600,92.370,25.040,213.700,55.620,15.000,4.649,395.800,107.600,28.390,9.136,baseline
1740.000,441.800,112.900,36.060,1486.000,368.300,91.890,25.000,213.400,55.790,15.020,4.686,396.800,107.700,28.500,9.114,baseline
1752.000,444.700,113.400,36.280,1500.000,367.500,92.370,25.040,213.700,55.620,15.080,4.673,397.300,108.400,28.660,9.150,baseline
1766.000,451.000,114.600,36.930,1500.000,371.900,93.070,25.250,214.900,55.860,15.080,4.685,398.700,108.600,28.720,9.257,baseline
1787.000,452.700,116.900,37.510,1497.000,372.200,93.340,25.420,215.200,56.150,15.170,4.707,401.100,109.500,28.890,9.300,baseline
1836.000,462.500,119.000,37.940,1511.000,371.600,93.270,25.180,217.200,56.110,15.170,4.722,402.000,109.700,28.890,9.247,baseline
