A-DC1,A-DC2,A-DC3,A-DC4,A-DC5,A-DC6,A-DC7,A-DC8,B-DC1,B-DC2,B-DC3,B-DC4,B-DC5,B-DC6,B-DC7,B-DC8,condition
2095.000,365.200,76.560,19.870,1548.000,236.400,40.690,9.150,190.000,32.650,6.114,1.833,396.100,84.150,18.990,6.278,baseline
2081.000,366.700,76.420,19.800,1540.000,237.600,40.500,9.128,192.700,32.850,6.155,1.844,398.000,84.400,19.070,6.271,baseline
2065.000,364.800,76.680,19.870,1545.000,235.100,40.720,9.123,192.700,32.650,6.156,1.848,399.300,84.900,19.160,6.339,baseline
2084.000,364.400,77.190,20.000,1534.000,238.700,40.570,9.127,193.000,32.790,6.220,1.840,400.700,84.740,19.400,6.411,baseline
2093.000,366.700,77.840,20.200,1534.000,234.400,40.310,9.009,194.000,32.840,6.209,1.873,400.700,84.990,19.190,6.329,baseline
2074.000,363.800,76.060,19.860,1532.000,232.800,40.250,9.013,194.000,32.670,6.181,1.842,395.600,84.440,19.010,6.223,baseline
2049.000,361.100,75.930,19.650,1540.000,233.100,40.580,9.040,190.000,32.700,6.115,1.849,397.100,83.480,18.750,6.280,baseline
2059.000,363.100,76.600,19.550,1527.000,234.400,40.710,9.022,193.600,32.570,6.150,1.825,398.100,83.790,19.000,6.229,baseline
2051.000,366.800,75.700,19.640,1521.000,233.100,40.590,8.991,191.300,32.540,6.060,1.859,396.400,83.740,19.290,6.470,baseline
2024.000,363.400,75.690,19.810,1512.000,232.200,40.180,8.995,190.000,32.570,6.248,1.910,398.800,84.720,19.480,6.578,baseline
2069.000,365.300,76.880,20.000,1561.000,240.500,41.770,9.182,191.100,32.090,6.210,1.892,399.100,84.140,19.380,6.608,baseline
2129.000,376.000,78.560,20.090,1587.000,249.000,42.490,9.271,190.000,32.200,6.205,1.902,401.600,84.730,19.760,6.612,baseline
2148.000,379.500,79.210,20.520,1591.000,250.000,42.430,9.326,189.900,32.500,6.341,1.903,404.800,86.060,19.720,6.730,baseline
2156.000,384.100,80.520,20.550,1576.000,248.300,42.500,9.350,194.900,32.650,6.400,1.948,409.100,86.910,20.140,6.767,baseline
2147.000,387.000,80.610,20.760,1580.000,249.300,42.320,9.236,195.600,33.090,6.486,1.982,412.000,86.490,20.460,6.876,baseline
2148.000,386.500,80.000,20.600,1581.000,248.300,42.370,9.284,195.100,33.210,6.518,1.987,411.800,87.130,20.310,6.835,baseline
2127.000,379.800,78.680,20.350,1569.000,244.900,42.070,9.208,199.100,33.390,6.481,1.990,410.700,86.920,20.200,6.675,baseline
2128.000,382.600,79.440,20.650,1652.000,266.800,45.170,9.737,194.900,32.970,6.335,1.891,403.200,85.180,19.070,6.287,baseline
2266.000,407.600,83.250,21.110,1701.000,276.300,45.720,9.945,194.000,32.890,6.194,1.829,398.400,84.550,19.010,6.147,baseline
2283.000,407.400,83.030,21.090,1691.000,271.800,44.790,9.766,194.500,33.080,6.224,1.845,398.200,85.010,19.040,6.257,baseline
2243.000,397.600,82.280,21.020,1652.000,260.100,43.680,9.607,191.300,33.190,6.252,1.837,399.300,85.670,19.240,6.386,baseline
2197.000,390.800,80.940,20.690,1631.000,252.800,42.980,9.552,192.200,33.330,6.191,1.874,401.000,85.690,19.560,6.405,baseline
2189.000,386.800,80.600,20.640,1601.000,252.000,42.240,9.411,191.700,33.270,6.298,1.891,404.500,86.210,19.620,6.499,baseline
2172.000,385.300,80.450,20.640,1608.000,247.900,41.830,9.365,194.700,33.750,6.375,1.898,408.400,86.360,19.720,6.557,baseline
2144.000,381.600,79.260,20.600,1592.000,243.900,41.740,9.278,194.300,33.540,6.379,1.923,408.100,87.810,19.900,6.596,baseline
2134.000,378.200,79.140,20.630,1580.000,241.600,41.790,9.232,196.100,33.460,6.396,1.921,411.100,87.640,20.100,6.722,baseline
2141.000,375.800,79.830,20.890,1574.000,241.600,41.980,9.144,195.400,33.660,6.452,1.922,411.100,88.060,20.080,6.621,baseline
2121.000,376.900,78.870,20.180,1561.000,237.200,40.540,9.092,195.900,33.700,6.361,1.920,407.900,87.810,19.790,6.590,baseline
2106.000,372.200,78.030,20.440,1555.000,238.300,40.960,9.192,197.800,33.650,6.364,1.918,407.600,87.190,19.920,6.608,baseline
2108.000,369.500,77.810,20.300,1543.000,235.200,40.930,9.027,198.000,33.750,6.402,1.940,410.300,87.620,20.010,6.664,baseline
2083.000,365.500,77.180,19.860,1538.000,235.200,40.330,9.082,197.500,33.910,6.362,1.940,411.500,87.390,20.060,6.689,baseline
2094.000,367.300,77.730,19.990,1528.000,236.400,40.140,9.035,197.000,33.850,6.390,1.946,410.100,87.560,20.140,6.707,baseline
2070.000,367.400,78.530,20.140,1521.000,235.200,40.030,9.084,196.600,33.740,6.440,1.951,410.400,87.860,20.290,6.686,baseline
2077.000,369.300,78.450,20.340,1547.000,236.700,40.440,9.171,196.900,33.790,6.389,1.955,414.400,88.530,20.330,6.818,baseline
2090.000,369.800,77.730,20.550,1529.000,236.600,40.590,9.059,197.500,33.860,6.427,1.954,416.700,88.680,20.450,6.772,baseline
2084.000,372.300,79.040,20.330,1541.000,234.500,40.520,9.117,197.900,33.690,6.412,1.928,417.200,88.720,20.400,6.810,baseline
2102.000,370.200,78.450,20.650,1546.000,236.900,40.730,9.095,199.000,33.730,6.359,1.943,417.300,88.690,20.590,6.868,baseline
2098.000,373.500,78.710,20.590,1530.000,234.700,40.560,8.974,199.600,33.940,6.459,1.979,417.700,88.920,20.530,6.869,baseline
2101.000,369.800,78.200,20.280,1535.000,234.000,40.380,9.011,198.000,33.490,6.407,1.931,416.000,87.770,20.180,6.740,baseline
2061.000,369.400,77.470,20.330,1520.000,236.200,40.330,9.044,199.300,33.430,6.359,1.947,413.400,87.600,20.310,6.733,baseline
2077.000,370.900,77.040,20.250,1528.000,232.900,40.620,9.022,196.900,33.600,6.398,1.935,415.100,88.260,20.390,6.756,baseline
2081.000,368.700,77.930,20.180,1519.000,234.700,40.130,9.001,200.200,33.540,6.416,1.942,416.100,87.980,20.380,6.813,baseline
2067.000,367.600,77.800,20.360,1517.000,233.300,39.950,8.940,200.000,33.390,6.423,1.954,417.100,87.940,20.420,6.765,baseline
2083.000,370.200,77.890,20.370,1528.000,232.500,40.590,8.924,199.800,33.660,6.478,1.961,419.600,89.270,20.700,6.914,baseline
2079.000,371.300,78.240,20.270,1509.000,233.800,40.360,8.897,200.800,33.650,6.546,1.988,421.000,88.960,20.720,6.904,baseline
2092.000,369.200,78.440,20.380,1509.000,235.200,40.760,8.990,201.300,33.710,6.466,1.962,419.100,89.320,20.770,6.938,baseline
2084.000,371.900,78.600,20.320,1529.000,232.000,40.120,8.911,198.800,33.610,6.486,1.982,420.900,89.100,20.780,6.942,baseline
2072.000,370.600,78.290,20.460,1520.000,232.400,40.290,8.949,200.000,33.770,6.529,1.985,422.800,89.440,20.780,6.941,baseline
2070.000,369.300,77.590,20.290,1512.000,232.400,39.500,8.916,201.600,33.670,6.466,1.947,420.600,88.670,20.560,6.860,baseline
2060.000,369.000,77.890,20.160,1504.000,232.700,40.020,8.953,199.700,33.680,6.496,1.979,419.300,88.870,20.460,6.785,baseline
2062.000,368.600,78.070,20.300,1501.000,234.700,39.860,8.990,201.700,33.380,6.430,1.943,418.900,89.250,20.330,6.849,baseline
2061.000,369.800,77.310,20.440,1511.000,233.300,40.390,8.954,200.500,33.480,6.487,1.974,420.600,89.160,20.600,6.848,baseline
2076.000,366.300,77.320,20.280,1507.000,232.500,39.930,8.815,200.900,33.710,6.466,1.963,419.900,88.610,20.500,6.866,baseline
2054.000,364.400,78.350,20.400,1505.000,230.800,39.730,8.926,201.000,33.480,6.521,1.995,421.500,89.040,20.630,6.954,baseline
2062.000,372.800,78.640,20.620,1494.000,233.100,39.910,8.903,201.500,33.520,6.493,1.964,421.600,88.730,20.630,6.982,baseline
2072.000,369.400,78.470,20.500,1518.000,234.300,40.360,8.910,200.600,33.550,6.500,1.974,422.600,89.410,20.700,6.973,baseline
2086.000,374.600,78.490,20.610,1498.000,233.300,40.220,8.959,200.400,33.440,6.475,1.978,423.900,89.900,20.780,6.987,baseline
2097.000,371.800,78.890,20.840,1504.000,234.700,40.210,9.020,201.700,33.810,6.462,1.969,424.900,89.550,20.980,6.932,baseline
2095.000,376.200,79.300,20.640,1511.000,235.400,39.770,8.826,199.900,33.510,6.458,1.954,424.100,88.610,20.610,6.870,baseline
2072.000,368.200,78.020,20.240,1512.000,235.000,40.390,8.866,198.900,33.280,6.424,1.922,417.800,88.350,20.210,6.730,baseline
2073.000,375.200,78.740,20.150,1513.000,236.800,40.700,9.054,200.900,33.180,6.343,1.927,419.700,88.010,20.020,6.720,baseline
2094.000,375.400,78.170,20.300,1546.000,242.500,40.920,9.077,200.000,33.120,6.245,1.894,415.700,86.840,19.820,6.602,baseline
2129.000,377.200,79.070,20.510,1554.000,245.000,41.840,9.195,196.800,32.780,6.230,1.867,410.700,87.080,19.550,6.497,baseline
2132.000,381.400,79.530,20.650,1568.000,246.500,41.920,9.247,197.500,32.610,6.144,1.837,408.500,86.420,19.410,6.452,baseline
2131.000,384.700,80.160,20.640,1567.000,247.400,41.590,9.292,194.500,32.390,6.068,1.840,409.400,86.140,19.320,6.392,baseline
2151.000,385.800,80.460,20.630,1575.000,247.900,42.160,9.218,190.600,32.430,6.088,1.817,406.000,85.790,19.230,6.394,baseline
2155.000,387.000,80.330,20.950,1588.000,250.500,42.390,9.262,193.100,32.160,5.983,1.791,400.000,84.720,18.940,6.213,baseline
2173.000,392.400,80.990,20.960,1623.000,263.400,43.700,9.638,186.900,31.950,5.861,1.709,395.900,83.240,18.300,5.681,baseline
2264.000,404.600,83.410,21.320,1644.000,268.400,44.530,9.546,186.800,32.500,5.713,1.611,386.900,82.480,17.550,5.429,baseline
2244.000,405.900,82.050,20.670,1629.000,264.700,43.110,9.250,184.200,33.130,5.638,1.577,380.600,81.120,17.050,5.246,baseline
2195.000,397.200,80.180,20.280,1615.000,259.800,42.990,9.188,188.100,32.890,5.575,1.526,380.200,81.000,17.050,5.215,baseline
2219.000,400.300,80.910,20.480,1629.000,265.600,43.270,9.340,188.500,33.100,5.644,1.533,382.200,80.740,16.910,5.127,baseline
2248.000,398.600,80.770,20.100,1625.000,262.700,43.080,9.200,185.500,33.000,5.525,1.515,377.800,80.250,16.530,5.062,baseline
2217.000,391.100,79.100,20.080,1588.000,252.000,40.830,8.928,185.400,32.440,5.439,1.504,373.600,79.090,16.490,5.041,baseline
2179.000,385.700,78.280,19.820,1581.000,251.900,41.680,9.001,183.400,32.100,5.346,1.477,376.600,79.080,16.420,5.029,baseline
2183.000,389.800,78.950,20.000,1590.000,255.500,41.950,9.061,183.800,32.290,5.372,1.512,375.900,79.550,16.420,5.033,baseline
2208.000,392.000,78.920,20.220,1607.000,257.100,42.220,9.109,185.100,31.990,5.362,1.473,375.400,79.120,16.350,5.043,baseline
2207.000,394.400,78.720,20.270,1589.000,248.900,41.470,8.967,185.200,31.630,5.268,1.476,372.800,79.210,16.250,5.012,baseline
2168.000,384.400,77.380,20.110,1582.000,249.500,41.230,8.964,181.500,31.530,5.240,1.452,374.600,79.330,16.390,5.073,baseline
2203.000,393.900,78.760,20.310,1629.000,262.300,42.810,9.362,182.300,31.550,5.241,1.469,375.800,78.600,16.320,5.061,baseline
2285.000,403.000,81.430,20.820,1727.000,274.600,44.260,9.542,181.000,31.050,5.217,1.449,369.800,77.960,16.300,5.072,baseline
2374.000,420.600,83.580,21.350,1795.000,298.200,47.640,10.250,181.300,31.360,5.307,1.474,370.400,78.630,16.470,5.053,baseline
2520.000,460.000,89.460,22.250,1919.000,317.100,49.150,10.480,181.200,31.600,5.379,1.502,371.000,78.840,16.500,5.169,baseline
2557.000,456.700,88.990,22.520,1893.000,314.300,49.350,10.490,181.000,31.360,5.375,1.518,373.400,79.060,17.150,5.342,baseline
2467.000,448.200,87.680,22.290,1768.000,287.800,46.290,9.940,181.800,31.400,5.532,1.596,381.600,80.820,17.800,5.750,baseline
2365.000,426.300,85.840,21.890,1732.000,283.000,45.990,9.928,187.700,31.730,5.728,1.648,393.600,82.960,18.520,5.981,baseline
2337.000,427.600,86.400,21.940,1727.000,279.200,44.960,9.887,191.300,32.300,5.980,1.707,400.800,84.730,18.950,6.152,baseline
2336.000,424.200,86.250,22.120,1783.000,296.800,47.530,10.450,193.200,32.640,5.930,1.683,400.300,83.430,18.430,5.822,baseline
2517.000,458.300,90.940,22.920,1867.000,311.800,49.320,10.570,191.900,33.110,5.912,1.668,399.500,84.050,18.240,5.750,baseline
2507.000,448.900,89.680,22.470,1833.000,302.000,48.440,10.320,192.800,32.920,5.876,1.650,394.000,83.200,18.090,5.703,baseline
2442.000,438.100,87.130,22.140,1812.000,294.900,47.140,10.270,191.100,33.280,5.897,1.683,395.300,83.680,18.340,5.843,baseline
2403.000,430.900,86.520,21.960,1777.000,286.900,46.050,10.010,193.800,33.410,5.896,1.692,396.000,84.140,18.420,5.803,baseline
2370.000,426.900,84.980,21.610,1756.000,280.800,45.380,9.981,191.500,33.500,5.936,1.710,395.400,84.130,18.380,5.871,baseline
2365.000,418.600,84.440,21.880,1745.000,276.800,45.280,9.794,191.300,33.280,5.973,1.693,394.300,84.110,18.330,5.830,baseline
2342.000,415.500,83.960,21.450,1730.000,274.700,44.890,9.762,191.600,33.240,5.874,1.690,395.500,84.180,18.360,5.840,baseline
2346.000,415.500,84.370,21.620,1737.000,275.100,44.350,9.675,190.100,33.280,5.916,1.682,393.900,84.140,18.390,5.856,baseline
2347.000,416.300,83.730,21.580,1737.000,274.500,44.270,9.739,191.300,33.150,5.918,1.686,393.600,84.090,18.540,5.881,baseline
2329.000,412.000,83.630,21.620,1724.000,270.500,44.070,9.682,189.000,32.910,5.887,1.684,395.100,84.600,18.660,5.938,baseline
2324.000,409.300,84.180,21.420,1705.000,265.900,43.710,9.532,190.600,33.030,5.962,1.707,395.000,84.300,18.760,6.002,baseline
2270.000,405.700,82.650,21.040,1691.000,266.400,43.910,9.757,190.300,32.720,5.915,1.716,392.200,82.580,18.430,5.916,baseline
2331.000,425.700,87.250,22.190,1845.000,320.500,51.410,10.730,187.800,31.490,5.704,1.617,386.300,80.520,17.790,5.567,baseline
2528.000,472.400,91.940,22.460,1875.000,322.800,50.380,10.620,185.700,31.840,5.936,1.649,388.900,82.200,18.500,5.781,baseline
2496.000,465.300,90.860,22.430,1828.000,311.500,49.620,10.470,189.000,33.050,6.210,1.710,394.400,83.590,19.030,5.897,baseline
2483.000,458.300,90.810,22.190,1863.000,326.600,51.630,10.720,194.500,33.280,6.298,1.711,398.200,83.830,19.000,5.805,baseline
2593.000,483.400,93.550,23.040,1921.000,338.800,52.980,10.940,195.200,34.380,6.365,1.704,404.400,85.900,19.340,5.750,baseline
2632.000,490.800,95.480,23.250,1931.000,342.200,53.540,11.190,195.900,35.010,6.521,1.699,404.200,85.870,19.130,5.699,baseline
2664.000,505.200,97.340,23.700,1990.000,356.200,55.920,11.500,199.200,35.240,6.453,1.703,403.700,86.710,19.280,5.712,baseline
2706.000,511.400,99.660,23.590,1981.000,347.800,54.770,11.300,196.600,35.480,6.532,1.709,403.000,86.940,19.460,5.808,baseline
2659.000,498.700,97.000,23.660,1920.000,327.800,51.500,10.710,196.600,35.450,6.515,1.744,402.500,85.430,19.300,5.874,baseline
2534.000,463.400,91.270,22.670,1840.000,309.300,49.520,10.510,197.900,34.240,6.466,1.728,400.100,84.170,18.950,5.806,baseline
2461.000,449.100,89.510,22.010,1819.000,298.800,48.310,10.260,197.400,33.820,6.374,1.742,398.100,83.900,19.000,5.772,baseline
2426.000,437.200,88.450,22.040,1787.000,292.900,48.080,10.190,195.700,33.810,6.338,1.729,394.200,82.940,18.880,5.794,baseline
2431.000,435.000,87.490,21.950,1766.000,289.900,46.580,10.000,194.800,33.600,6.259,1.704,394.500,82.770,18.690,5.820,baseline
2378.000,421.300,86.170,21.520,1736.000,280.600,46.110,9.850,194.500,33.390,6.260,1.722,390.700,83.320,18.750,5.898,baseline
2353.000,418.700,84.600,21.430,1713.000,275.400,45.210,9.667,190.900,33.290,6.234,1.722,388.300,82.570,18.660,5.826,baseline
2331.000,414.700,84.620,21.430,1709.000,271.500,45.160,9.579,189.800,33.080,6.170,1.721,388.300,82.580,18.910,5.868,baseline
2314.000,411.200,83.840,21.250,1699.000,266.600,43.820,9.496,189.300,33.050,6.230,1.702,387.100,82.970,18.730,5.932,baseline
2298.000,408.900,83.580,21.090,1676.000,262.700,43.310,9.500,186.700,33.020,6.164,1.734,386.600,82.860,18.930,5.908,baseline
2275.000,404.900,83.020,20.970,1667.000,261.600,43.490,9.348,188.800,32.850,6.170,1.730,387.000,82.910,18.800,6.031,baseline
2263.000,403.400,83.000,21.160,1637.000,259.200,42.470,9.236,187.000,32.730,6.214,1.731,386.400,82.230,18.660,5.877,baseline
2262.000,398.100,81.950,20.610,1628.000,254.700,42.320,9.232,186.700,32.620,6.132,1.714,382.100,81.520,18.670,5.821,baseline
2205.000,392.700,80.180,20.310,1617.000,252.800,41.350,9.022,187.700,32.680,6.131,1.720,381.100,81.290,18.510,5.897,baseline
2200.000,391.500,80.260,20.580,1607.000,252.400,41.070,9.000,186.500,32.360,6.108,1.706,381.100,81.090,18.590,5.866,baseline
2202.000,388.800,78.970,20.250,1585.000,245.900,40.840,9.013,186.100,32.530,6.095,1.713,379.800,80.990,18.550,5.897,baseline
2174.000,381.600,79.080,20.310,1593.000,245.700,41.270,8.914,186.300,32.170,6.078,1.712,378.000,80.860,18.520,5.882,baseline
2175.000,383.500,78.910,20.200,1568.000,243.300,40.690,8.848,184.700,32.200,6.093,1.734,380.900,81.420,18.670,5.961,baseline
2142.000,381.600,78.200,20.240,1558.000,240.100,39.580,8.732,185.900,32.290,6.092,1.741,382.400,82.210,18.720,5.991,baseline
2137.000,380.900,79.020,20.370,1543.000,240.500,39.640,8.740,185.800,32.380,6.163,1.755,381.700,82.040,18.720,6.026,baseline
2135.000,378.300,78.190,20.250,1545.000,239.600,39.830,8.813,184.100,32.140,6.195,1.729,384.100,81.900,18.860,6.061,baseline
2124.000,378.800,78.410,20.150,1534.000,236.500,39.420,8.664,184.600,32.200,6.154,1.759,382.300,82.150,18.900,6.053,baseline
2154.000,378.200,78.730,20.270,1541.000,235.100,39.280,8.638,187.200,32.130,6.133,1.747,384.300,82.420,18.950,6.098,baseline
2109.000,377.500,78.840,20.310,1529.000,235.900,39.320,8.535,186.100,32.100,6.145,1.754,385.300,82.580,18.780,6.025,baseline
2115.000,370.600,77.150,19.890,1513.000,235.400,39.050,8.613,186.900,32.040,6.081,1.741,381.200,81.260,18.660,5.985,baseline
2087.000,373.000,77.680,19.880,1515.000,232.300,38.630,8.617,184.400,31.980,6.062,1.724,380.200,80.890,18.670,5.966,baseline
2094.000,370.900,77.520,19.830,1513.000,232.200,39.080,8.671,184.100,31.850,6.023,1.718,380.600,80.870,18.600,5.934,baseline
2095.000,375.800,77.130,19.820,1506.000,232.300,39.000,8.467,184.400,31.620,6.022,1.724,379.900,80.750,18.560,5.977,baseline
2069.000,370.700,76.850,19.750,1498.000,233.300,38.390,8.644,183.000,31.630,6.001,1.735,379.300,81.120,18.650,5.950,baseline
2086.000,373.300,76.400,19.750,1500.000,231.800,39.050,8.540,183.000,31.540,6.052,1.708,380.600,80.740,18.550,5.983,baseline
2082.000,369.800,76.910,20.130,1504.000,230.800,38.550,8.546,183.400,31.710,6.046,1.744,383.100,81.250,18.550,6.067,baseline
2091.000,370.800,77.090,19.960,1500.000,232.400,38.530,8.526,186.000,31.650,6.062,1.731,383.100,81.660,18.760,6.024,baseline
2081.000,371.500,77.530,20.080,1494.000,232.100,39.090,8.520,182.900,31.640,6.000,1.728,384.600,81.770,18.870,6.039,baseline
2072.000,372.200,77.920,20.030,1502.000,231.600,38.530,8.503,185.700,31.560,5.980,1.730,383.300,81.970,18.890,6.112,baseline
2097.000,375.000,77.200,20.030,1491.000,231.500,38.390,8.507,182.400,31.720,6.047,1.714,385.600,81.780,18.810,6.140,baseline
2104.000,373.900,77.310,20.140,1507.000,231.000,38.600,8.553,185.900,31.630,5.988,1.757,387.800,82.180,18.980,6.112,baseline
2097.000,371.800,77.040,19.980,1485.000,229.200,38.380,8.415,183.200,31.550,5.996,1.746,383.600,81.870,18.770,6.035,baseline
2083.000,367.800,76.560,19.730,1474.000,227.700,38.180,8.390,182.400,31.670,5.985,1.719,382.600,81.360,18.650,6.043,baseline
2066.000,365.700,75.800,19.820,1485.000,226.500,37.930,8.370,185.600,31.360,5.976,1.732,381.800,81.390,18.740,6.061,baseline
2061.000,365.500,75.960,19.560,1475.000,227.600,38.050,8.354,183.700,31.510,5.991,1.729,383.300,81.410,18.590,6.014,baseline
2055.000,367.600,75.510,19.570,1464.000,225.400,37.690,8.338,182.600,31.500,5.943,1.738,383.100,81.570,18.570,6.069,baseline
2055.000,365.200,74.830,19.510,1461.000,226.000,37.930,8.289,183.200,31.420,5.994,1.729,383.500,81.630,18.680,6.094,baseline
2046.000,365.800,75.450,19.530,1451.000,223.500,37.740,8.252,184.400,31.360,5.946,1.715,384.000,81.650,18.790,6.123,baseline
2044.000,365.600,75.500,19.870,1446.000,224.200,37.540,8.229,185.400,31.590,5.967,1.740,386.000,81.950,18.860,6.157,baseline
2051.000,366.100,76.180,19.560,1450.000,221.500,36.900,8.281,183.000,31.560,5.979,1.730,385.400,81.750,18.950,6.184,baseline
2044.000,368.200,76.790,19.800,1452.000,221.900,37.200,8.298,183.200,31.520,5.943,1.732,385.500,82.270,18.920,6.186,baseline
2057.000,368.200,76.390,19.910,1443.000,225.400,37.620,8.252,183.600,31.360,5.931,1.740,388.100,81.870,19.130,6.194,baseline
2040.000,368.000,76.010,20.030,1434.000,224.400,37.560,8.234,183.300,31.320,5.977,1.731,388.100,82.870,19.100,6.205,baseline
2057.000,371.000,77.560,19.960,1428.000,222.900,37.260,8.213,184.500,31.420,5.968,1.747,390.400,82.690,19.090,6.249,baseline
2052.000,366.200,76.180,19.750,1442.000,223.600,37.370,8.191,181.400,31.410,5.928,1.716,385.600,82.040,18.760,6.107,baseline
2049.000,363.200,75.830,19.740,1434.000,221.400,37.070,8.172,184.300,31.250,5.908,1.730,384.900,82.050,18.760,6.101,baseline
2037.000,364.800,75.580,19.560,1427.000,222.300,36.840,8.117,182.500,31.240,5.922,1.724,386.100,81.910,18.820,6.157,baseline
2019.000,365.300,75.460,19.470,1442.000,220.300,36.700,8.174,183.900,31.180,5.882,1.736,383.900,81.530,18.690,6.142,baseline
2027.000,364.300,75.430,19.480,1436.000,221.900,37.020,8.169,183.600,31.040,5.931,1.717,383.800,81.510,18.640,6.118,baseline
2035.000,366.300,75.360,19.750,1426.000,221.800,37.010,8.189,184.000,31.120,5.888,1.728,385.500,81.450,18.710,6.139,baseline
2044.000,365.800,75.700,19.610,1429.000,221.000,36.640,8.147,181.700,31.160,5.889,1.746,385.600,82.150,18.730,6.130,baseline
2039.000,366.000,75.970,19.540,1433.000,221.800,37.030,8.082,181.900,31.080,5.883,1.719,386.500,82.060,18.890,6.149,baseline
2029.000,364.800,76.270,19.800,1432.000,221.900,36.420,8.057,183.200,31.240,5.911,1.709,385.800,82.090,18.820,6.171,baseline
