A-DC1,A-DC2,A-DC3,A-DC4,A-DC5,A-DC6,A-DC7,A-DC8,B-DC1,B-DC2,B-DC3,B-DC4,B-DC5,B-DC6,B-DC7,B-DC8,condition
1355.000,329.100,89.840,27.330,1094.000,270.700,68.080,19.710,153.000,36.860,9.778,2.949,312.600,78.830,20.130,6.348,baseline
1331.000,330.300,89.400,27.060,1093.000,268.900,68.050,19.720,155.100,37.390,9.758,2.973,317.100,79.910,20.270,6.374,baseline
1338.000,330.100,89.530,27.460,1092.000,266.900,68.010,19.650,157.000,37.780,9.947,2.996,318.000,80.470,20.300,6.420,baseline
1345.000,330.900,89.930,27.450,1097.000,269.100,68.530,19.790,159.700,38.110,9.895,3.018,319.300,79.770,20.370,6.428,baseline
1352.000,335.000,90.390,27.760,1089.000,270.100,67.970,19.720,157.300,37.700,9.895,2.977,319.200,80.440,20.380,6.411,baseline
1350.000,328.600,88.580,27.010,1079.000,266.500,67.940,19.610,156.400,37.790,9.867,2.944,315.900,79.270,20.030,6.258,baseline
1335.000,325.500,88.270,26.910,1082.000,265.100,67.390,19.530,158.000,37.620,9.812,2.941,314.300,78.380,20.100,6.321,baseline
1322.000,327.900,87.680,26.780,1083.000,264.900,68.220,19.380,157.300,37.480,9.863,2.967,314.000,79.160,20.090,6.323,baseline
1327.000,323.800,87.720,26.980,1084.000,266.000,67.840,19.370,156.000,37.480,9.906,2.982,314.400,78.830,20.000,6.280,baseline
1319.000,324.200,87.900,26.840,1079.000,265.400,67.380,19.360,158.500,37.820,9.872,2.955,315.200,78.910,19.910,6.309,baseline
1314.000,325.000,88.100,26.840,1066.000,263.900,67.130,19.440,161.000,37.870,9.882,2.963,316.500,79.140,20.080,6.293,baseline
1315.000,327.900,88.120,26.560,1077.000,265.500,67.820,19.370,161.100,38.220,9.953,2.976,317.000,78.930,20.230,6.274,baseline
1317.000,327.400,88.660,26.920,1086.000,267.600,67.410,19.450,162.200,38.190,9.961,2.986,318.200,79.860,20.220,6.399,baseline
1326.000,325.600,89.160,26.750,1081.000,265.100,67.330,19.360,161.100,38.520,10.050,2.969,319.900,79.710,20.310,6.354,baseline
1329.000,327.800,89.530,27.190,1076.000,263.700,66.940,19.360,161.500,38.700,10.090,3.039,320.400,80.650,20.370,6.403,baseline
1332.000,325.200,88.970,27.200,1072.000,265.000,67.790,19.320,162.000,39.040,10.100,3.039,322.600,80.880,20.520,6.477,baseline
1341.000,328.200,89.480,27.050,1069.000,265.700,67.070,19.500,164.500,38.840,10.140,3.047,322.500,81.070,20.770,6.464,baseline
1341.000,329.000,89.350,27.250,1069.000,264.200,66.500,19.220,162.300,39.030,10.070,3.040,324.000,80.390,20.290,6.349,baseline
1326.000,327.800,87.810,26.710,1065.000,261.100,67.080,19.170,164.300,39.050,10.110,3.001,320.000,80.210,20.260,6.345,baseline
1311.000,323.500,87.560,26.510,1060.000,261.600,66.860,19.050,164.800,39.100,10.080,3.033,321.900,80.770,20.310,6.325,baseline
1317.000,321.500,87.850,26.340,1064.000,261.300,66.630,19.320,165.600,39.120,10.220,3.047,321.900,80.600,20.360,6.388,baseline
