heart_rate,condition
91,negative
90,negative
89,negative
89,negative
88,negative
87,negative
86,negative
86,negative
85,negative
84,negative
84,negative
84,negative
84,negative
84,negative
83,negative
80,neutral
80,neutral
80,neutral
80,neutral
80,neutral
80,neutral
80,neutral
81,neutral
81,neutral
81,neutral
81,neutral
81,neutral
80,neutral
80,neutral
80,neutral
80,neutral
80,neutral
79,neutral
79,neutral
80,neutral
80,neutral
80,neutral
80,neutral
80,neutral
80,neutral
80,neutral
80,neutral
80,neutral
80,neutral
80,neutral
81,positive
81,positive
80,positive
80,positive
81,positive
81,positive
81,positive
81,positive
82,positive
82,positive
82,positive
82,positive
83,positive
82,positive
82,positive
84,positive
83,positive
83,positive
83,positive
83,positive
83,positive
83,positive
83,positive
84,positive
84,positive
85,positive
85,positive
85,positive
85,positive
85,positive
85,neutral
86,neutral
85,neutral
85,neutral
85,neutral
85,neutral
85,neutral
85,neutral
85,neutral
85,neutral
84,neutral
84,neutral
83,neutral
83,neutral
83,neutral
85,negative
85,negative
85,negative
84,negative
84,negative
84,negative
83,negative
83,negative
83,negative
83,negative
82,negative
82,negative
82,negative
82,negative
82,negative
81,negative
81,negative
81,negative
81,negative
81,negative
81,negative
80,negative
80,negative
80,negative
80,negative
80,negative
81,negative
81,negative
81,negative
81,negative
81,positive
81,positive
81,positive
81,positive
81,positive
82,positive
82,positive
83,positive
84,positive
85,positive
85,positive
86,positive
86,positive
87,positive
88,positive
92,neutral
91,neutral
90,neutral
89,neutral
88,neutral
88,neutral
87,neutral
87,neutral
87,neutral
86,neutral
86,neutral
87,neutral
86,neutral
86,neutral
83,negative
83,negative
83,negative
84,negative
84,negative
83,negative
83,negative
83,negative
83,negative
82,negative
82,negative
82,negative
82,negative
82,negative
82,negative
84,positive
84,positive
84,positive
84,positive
84,positive
84,positive
85,positive
85,positive
85,positive
84,positive
84,positive
84,positive
84,positive
84,positive
84,positive
85,positive
85,positive
85,positive
84,positive
85,positive
85,positive
85,positive
86,positive
87,positive
88,positive
88,positive
88,positive
87,positive
87,positive
86,positive
83,neutral
84,neutral
84,neutral
83,neutral
83,neutral
83,neutral
83,neutral
83,neutral
83,neutral
82,neutral
82,neutral
83,neutral
83,neutral
83,neutral
82,neutral
82,positive
82,positive
83,positive
84,positive
84,positive
84,positive
84,positive
84,positive
84,positive
84,positive
84,positive
84,positive
84,positive
84,positive
83,positive
82,negative
82,negative
82,negative
82,negative
82,negative
81,negative
81,negative
81,negative
81,negative
80,negative
80,negative
80,negative
80,negative
80,negative
81,neutral
81,neutral
81,neutral
81,neutral
81,neutral
81,neutral
82,neutral
82,neutral
83,neutral
83,neutral
82,neutral
82,neutral
82,neutral
82,neutral
82,neutral
84,negative
84,negative
83,negative
83,negative
83,negative
82,negative
82,negative
82,negative
82,negative
82,negative
82,negative
82,negative
81,negative
81,negative
81,negative
80,negative
80,negative
80,negative
80,negative
79,negative
79,negative
79,negative
79,negative
79,negative
79,negative
80,negative
80,negative
80,negative
81,negative
81,negative
85,neutral
85,neutral
85,neutral
86,neutral
86,neutral
86,neutral
86,neutral
86,neutral
86,neutral
86,neutral
86,neutral
86,neutral
86,neutral
86,neutral
86,neutral
87,negative
87,negative
87,negative
87,negative
87,negative
86,negative
85,negative
86,negative
86,negative
86,negative
86,negative
86,negative
86,negative
85,negative
85,negative
81,neutral
80,neutral
81,neutral
80,neutral
80,neutral
81,neutral
82,neutral
82,neutral
83,neutral
83,neutral
83,neutral
82,neutral
81,neutral
81,neutral
81,neutral
82,neutral
82,neutral
82,neutral
82,neutral
82,neutral
82,neutral
82,neutral
82,neutral
82,neutral
83,neutral
83,neutral
83,neutral
83,neutral
83,neutral
83,neutral
87,neutral
86,neutral
87,neutral
86,neutral
86,neutral
85,neutral
85,neutral
85,neutral
84,neutral
84,neutral
83,neutral
83,neutral
83,neutral
83,neutral
83,neutral
83,negative
83,negative
83,negative
83,negative
83,negative
83,negative
83,negative
83,negative
83,negative
83,negative
83,negative
83,negative
83,negative
82,negative
83,negative
84,positive
83,positive
83,positive
83,positive
83,positive
83,positive
84,positive
84,positive
84,positive
84,positive
84,positive
84,positive
84,positive
84,positive
84,positive
90,positive
91,positive
91,positive
92,positive
92,positive
92,positive
91,positive
90,positive
90,positive
89,positive
88,positive
89,positive
89,positive
88,positive
87,positive
84,negative
84,negative
84,negative
83,negative
83,negative
82,negative
82,negative
82,negative
83,negative
83,negative
83,negative
83,negative
84,negative
83,negative
84,negative
85,negative
85,negative
85,negative
86,negative
87,negative
88,negative
88,negative
88,negative
88,negative
88,negative
88,negative
87,negative
87,negative
87,negative
86,negative
82,positive
82,positive
81,positive
81,positive
81,positive
81,positive
81,positive
82,positive
81,positive
81,positive
81,positive
81,positive
81,positive
81,positive
80,positive
80,positive
79,neutral
78,neutral
78,neutral
79,neutral
79,neutral
78,neutral
78,neutral
79,neutral
79,neutral
78,neutral
79,neutral
78,neutral
78,neutral
78,neutral
78,neutral
79,neutral
84,neutral
84,neutral
85,neutral
85,neutral
85,neutral
85,neutral
86,neutral
86,neutral
87,neutral
88,neutral
88,neutral
87,neutral
87,neutral
87,neutral
87,neutral
82,neutral
82,neutral
82,neutral
82,neutral
82,neutral
81,neutral
81,neutral
81,neutral
81,neutral
80,neutral
81,neutral
80,neutral
80,neutral
80,neutral
80,neutral
84,negative
86,negative
87,negative
88,negative
87,negative
87,negative
87,negative
86,negative
85,negative
85,negative
85,negative
85,negative
84,negative
84,negative
83,negative
81,positive
81,positive
81,positive
81,positive
81,positive
81,positive
81,positive
81,positive
82,positive
84,positive
84,positive
85,positive
85,positive
85,positive
84,positive
84,neutral
84,neutral
84,neutral
84,neutral
83,neutral
83,neutral
83,neutral
83,neutral
84,neutral
85,neutral
86,neutral
85,neutral
85,neutral
86,neutral
85,neutral
85,positive
84,positive
84,positive
84,positive
84,positive
84,positive
84,positive
84,positive
84,positive
83,positive
83,positive
84,positive
84,positive
84,positive
85,positive
86,negative
85,negative
85,negative
85,negative
84,negative
84,negative
85,negative
85,negative
85,negative
84,negative
84,negative
83,negative
83,negative
84,negative
85,negative
85,negative
85,negative
85,negative
84,negative
84,negative
83,negative
83,negative
83,negative
83,negative
83,negative
83,negative
83,negative
83,negative
82,negative
82,negative
82,negative
82,negative
82,negative
82,negative
81,negative
81,negative
82,negative
83,negative
83,negative
84,negative
84,negative
83,negative
83,negative
82,negative
82,negative
82,negative
83,negative
82,negative
82,negative
82,negative
82,negative
82,negative
83,negative
83,negative
83,negative
84,negative
84,negative
84,negative
83,negative
83,negative
83,negative
83,positive
82,positive
81,positive
81,positive
80,positive
80,positive
80,positive
81,positive
81,positive
82,positive
82,positive
82,positive
81,positive
80,positive
79,positive
79,positive
80,positive
80,positive
80,positive
80,positive
80,positive
80,positive
80,positive
80,positive
80,positive
80,positive
80,positive
80,positive
80,positive
80,positive
80,neutral
80,neutral
81,neutral
82,neutral
83,neutral
84,neutral
84,neutral
85,neutral
84,neutral
84,neutral
84,neutral
84,neutral
84,neutral
84,neutral
83,neutral
81,neutral
81,neutral
81,neutral
81,neutral
81,neutral
81,neutral
81,neutral
82,neutral
82,neutral
82,neutral
82,neutral
82,neutral
82,neutral
82,neutral
82,neutral
85,positive
86,positive
86,positive
85,positive
86,positive
86,positive
85,positive
86,positive
86,positive
86,positive
86,positive
87,positive
87,positive
87,positive
87,positive
85,positive
86,positive
87,positive
87,positive
87,positive
87,positive
86,positive
86,positive
86,positive
85,positive
86,positive
86,positive
87,positive
86,positive
86,positive
87,positive
86,positive
86,positive
86,positive
86,positive
86,positive
86,positive
86,positive
86,positive
86,positive
86,positive
85,positive
84,positive
85,positive
85,positive
86,positive
86,positive
86,positive
86,positive
87,positive
88,positive
90,positive
91,positive
92,positive
92,positive
92,positive
91,positive
90,positive
89,positive
89,positive
88,negative
88,negative
88,negative
87,negative
87,negative
87,negative
87,negative
87,negative
86,negative
86,negative
85,negative
85,negative
85,negative
86,negative
86,negative
84,neutral
85,neutral
85,neutral
86,neutral
86,neutral
87,neutral
87,neutral
87,neutral
87,neutral
88,neutral
89,neutral
89,neutral
88,neutral
88,neutral
88,neutral
86,neutral
85,neutral
85,neutral
84,neutral
84,neutral
84,neutral
84,neutral
84,neutral
83,neutral
84,neutral
84,neutral
84,neutral
84,neutral
85,neutral
85,neutral
87,positive
88,positive
90,positive
90,positive
90,positive
90,positive
90,positive
90,positive
89,positive
89,positive
89,positive
88,positive
88,positive
87,positive
86,positive
84,positive
84,positive
84,positive
85,positive
85,positive
85,positive
85,positive
85,positive
85,positive
85,positive
85,positive
85,positive
85,positive
85,positive
85,positive
84,positive
84,positive
84,positive
84,positive
84,positive
85,positive
85,positive
85,positive
86,positive
87,positive
87,positive
87,positive
86,positive
86,positive
86,positive
84,neutral
84,neutral
84,neutral
84,neutral
85,neutral
85,neutral
85,neutral
86,neutral
85,neutral
85,neutral
84,neutral
84,neutral
84,neutral
84,neutral
83,neutral
81,negative
81,negative
80,negative
80,negative
81,negative
81,negative
80,negative
80,negative
80,negative
80,negative
80,negative
80,negative
80,negative
80,negative
80,negative
82,neutral
82,neutral
82,neutral
82,neutral
83,neutral
83,neutral
83,neutral
83,neutral
84,neutral
85,neutral
85,neutral
85,neutral
84,neutral
84,neutral
83,neutral
84,negative
85,negative
85,negative
86,negative
87,negative
87,negative
87,negative
87,negative
86,negative
85,negative
85,negative
86,negative
85,negative
85,negative
85,negative
84,classifying
85,classifying
