A-DC1,A-DC2,A-DC3,A-DC4,A-DC5,A-DC6,A-DC7,A-DC8,B-DC1,B-DC2,B-DC3,B-DC4,B-DC5,B-DC6,B-DC7,B-DC8,condition
1477.0,353.3,93.63,28.0,1552.0,378.1,101.6,26.81,255.2,63.32,18.05,7.053,370.5,95.35,26.06,10.42,hard
1479.0,355.0,93.85,28.14,1547.0,378.2,101.1,26.79,255.7,63.43,18.12,7.08,372.5,95.86,26.09,10.51,hard
1478.0,355.3,93.83,28.17,1555.0,379.2,101.5,26.91,255.7,63.6,18.14,7.067,374.4,96.44,26.38,10.56,hard
1487.0,359.1,93.81,28.29,1551.0,376.7,101.3,27.0,257.2,63.66,18.16,7.121,377.1,96.63,26.5,10.63,hard
1491.0,357.0,94.69,28.44,1558.0,380.8,101.7,27.14,258.4,63.91,18.17,7.119,379.4,97.3,26.61,10.71,hard
1497.0,359.0,94.95,28.49,1557.0,379.5,101.5,26.87,258.4,64.31,18.28,7.178,378.8,97.27,26.38,10.55,hard
1485.0,355.6,93.86,28.17,1551.0,378.6,101.4,26.84,257.8,63.58,18.04,7.043,371.5,95.68,26.07,10.46,hard
1478.0,356.1,93.73,28.05,1547.0,378.7,100.8,26.84,253.8,63.36,18.03,7.058,369.9,95.11,26.04,10.47,hard
1479.0,357.9,93.83,28.12,1550.0,376.5,101.8,26.79,256.3,63.36,18.04,7.014,371.6,95.38,26.03,10.43,hard
1481.0,354.2,93.81,28.01,1543.0,377.1,100.7,26.81,254.4,63.4,18.07,7.039,370.4,95.12,25.93,10.44,hard
1475.0,354.7,93.63,28.02,1558.0,376.5,101.0,26.76,254.9,63.26,18.03,7.042,370.9,95.19,26.11,10.43,hard
1479.0,356.2,94.07,28.23,1553.0,377.7,101.1,26.86,256.6,63.42,18.1,7.043,372.7,96.14,26.21,10.55,hard
1491.0,355.6,94.52,28.23,1552.0,379.7,101.2,26.9,257.0,63.43,18.15,7.072,375.6,96.63,26.51,10.6,hard
1487.0,360.2,94.81,28.32,1553.0,378.0,101.9,27.0,257.0,63.85,18.2,7.122,376.9,97.22,26.66,10.72,hard
1497.0,359.5,95.07,28.61,1557.0,379.0,101.4,27.06,257.0,63.95,18.23,7.124,380.0,98.19,26.8,10.76,hard
1500.0,359.0,95.54,28.52,1565.0,379.1,101.9,27.0,259.5,64.36,18.26,7.149,381.4,98.05,26.72,10.69,hard
1500.0,358.3,94.57,28.23,1548.0,380.9,101.4,26.91,257.4,63.89,18.12,7.087,374.4,95.86,26.2,10.53,hard
1486.0,357.2,94.17,28.13,1566.0,378.1,100.9,26.88,256.6,63.56,18.06,7.076,372.1,95.94,26.26,10.47,hard
1481.0,358.1,94.49,28.37,1546.0,377.1,101.0,26.75,255.6,63.73,18.05,7.073,372.7,96.47,26.19,10.48,hard
1486.0,357.8,94.47,28.11,1560.0,379.5,100.8,26.88,255.2,63.63,18.15,7.07,373.5,96.22,26.18,10.53,hard
1489.0,357.1,94.53,28.26,1557.0,381.4,101.4,26.92,255.2,63.57,18.06,7.074,373.3,96.44,26.31,10.55,hard
