A-DC1,A-DC2,A-DC3,A-DC4,A-DC5,A-DC6,A-DC7,A-DC8,B-DC1,B-DC2,B-DC3,B-DC4,B-DC5,B-DC6,B-DC7,B-DC8,condition
1331.0,309.3,91.69,27.06,1205.0,305.2,93.31,22.45,187.8,53.34,16.36,5.483,362.4,101.0,28.55,9.065,hard
1336.0,308.5,91.09,27.07,1196.0,306.5,93.71,22.71,187.5,53.23,16.42,5.487,363.8,101.6,28.83,9.187,hard
1341.0,313.6,92.76,27.51,1210.0,311.3,94.73,22.73,186.8,53.47,16.46,5.562,366.1,101.5,29.21,9.277,hard
1343.0,317.0,93.35,27.74,1195.0,311.7,94.45,22.64,187.5,53.63,16.45,5.558,365.1,102.0,29.21,9.394,hard
1352.0,319.7,93.91,28.21,1202.0,311.8,95.26,23.14,189.2,53.78,16.56,5.586,368.4,102.9,29.52,9.548,hard
1375.0,328.5,97.37,28.92,1212.0,317.8,97.23,23.38,187.8,53.65,16.65,5.641,373.1,103.9,29.98,9.695,hard
1403.0,334.0,99.63,29.89,1237.0,319.4,97.04,23.17,189.6,54.36,16.81,5.719,376.7,104.7,30.25,9.771,hard
1380.0,321.4,94.33,27.69,1194.0,305.9,93.81,22.36,189.3,54.05,16.5,5.537,364.5,100.7,28.7,9.072,hard
1318.0,307.6,91.04,26.76,1179.0,305.4,92.89,22.45,187.5,53.25,16.38,5.499,363.2,100.6,28.59,9.095,hard
1331.0,312.1,91.56,27.54,1197.0,309.6,93.7,22.62,186.6,53.4,16.37,5.525,364.3,101.9,29.08,9.252,hard
1335.0,314.3,93.84,27.82,1204.0,310.5,94.22,22.73,188.5,53.46,16.45,5.579,365.6,101.9,29.03,9.292,hard
1356.0,314.9,94.66,28.05,1204.0,311.3,95.16,22.84,186.3,53.56,16.47,5.577,365.9,101.5,29.25,9.381,hard
1369.0,325.0,96.12,28.65,1221.0,316.4,96.5,23.26,189.2,53.62,16.59,5.613,369.5,103.0,29.6,9.654,hard
1385.0,332.7,98.58,29.12,1222.0,318.2,96.67,23.59,188.2,54.16,16.73,5.662,373.0,104.1,30.24,9.761,hard
1417.0,335.9,99.84,29.74,1219.0,313.9,95.59,22.92,191.0,54.28,16.86,5.703,374.3,103.8,29.67,9.407,hard
1342.0,313.9,92.07,27.43,1197.0,307.4,93.39,22.32,190.0,53.42,16.35,5.492,362.6,100.5,28.51,8.988,hard
1327.0,310.3,92.16,27.22,1193.0,309.8,94.16,22.62,185.0,53.26,16.31,5.489,362.5,101.0,28.98,9.207,hard
1352.0,316.2,94.27,27.92,1219.0,312.7,95.24,22.69,188.6,53.66,16.42,5.534,365.7,101.8,29.09,9.333,hard
1356.0,319.1,94.82,28.04,1207.0,311.4,95.07,22.91,186.4,53.44,16.4,5.531,365.0,101.4,29.12,9.3,hard
1358.0,319.5,94.93,28.48,1215.0,311.5,95.32,22.94,186.7,53.58,16.53,5.59,367.2,102.3,29.46,9.478,hard
1384.0,329.7,96.48,29.21,1219.0,316.0,96.47,23.29,187.4,53.95,16.59,5.609,371.9,103.3,29.78,9.626,hard
1401.0,334.2,100.0,29.58,1236.0,320.0,97.0,23.51,190.6,53.99,16.82,5.659,375.1,104.9,30.29,9.821,hard
1419.0,331.8,98.71,28.67,1201.0,310.9,94.2,22.71,190.0,54.23,16.7,5.614,367.7,101.8,28.85,9.114,hard
1331.0,311.4,92.04,27.32,1189.0,307.8,92.78,22.48,186.8,53.22,16.3,5.498,362.9,100.6,28.63,9.079,hard
1347.0,313.7,91.99,27.69,1196.0,313.2,94.85,22.81,185.2,53.21,16.41,5.559,364.5,101.7,29.05,9.254,hard
1347.0,322.1,94.39,28.37,1210.0,312.8,94.23,22.67,188.0,53.49,16.44,5.541,366.2,102.1,29.24,9.312,hard
1357.0,321.6,94.48,28.26,1206.0,313.7,95.38,22.83,186.0,53.53,16.51,5.538,365.3,102.0,29.23,9.382,hard
1374.0,325.6,96.4,28.82,1214.0,316.7,96.17,23.19,187.7,53.73,16.6,5.592,368.8,102.8,29.64,9.609,hard
1386.0,331.4,98.62,29.49,1238.0,317.1,97.64,23.43,189.0,53.9,16.7,5.665,372.3,103.6,30.19,9.773,hard
1404.0,337.1,100.6,29.89,1244.0,317.2,97.24,23.19,187.8,54.05,16.87,5.71,375.2,104.1,29.95,9.59,hard
1375.0,320.7,94.29,27.83,1204.0,308.0,93.87,22.56,188.3,53.68,16.43,5.49,361.6,100.7,28.65,9.072,hard
